PCC7942_PG_locus,PCC7942_NCBI-alias,PCC7942_alias,PCC7942_start,PCC7942_end,PCC7942_strand,gene_name,Annotation_description,Additional description,PCC7942_essentiality,PCC7942_regulatory_region_essentiality,PCC7942_uninterupted_upstream_length,cyano_conserved,greencut2_conserved,Notes on PG Annotation
SE_1390,SYNPCC7942_RS06845,Synpcc7942_1339,1373779,1373973,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1391,SYNPCC7942_RS06850,Synpcc7942_1340,1374061,1374639,Reverse,def,peptide deformylase,,essential,non-essential,0,no,no,
SE_1392,SYNPCC7942_RS06855,Synpcc7942_1341,1374756,1375841,Forward,,Predicted PurR-regulated permease PerM,,non-essential,,,no,no,
SE_1393,SYNPCC7942_RS06860,Synpcc7942_1342,1375911,1377002,Forward,gmd,"GDPmannose 4,6-dehydratase",,essential,non-essential,2,no,no,
SE_1394,SYNPCC7942_RS06865,Synpcc7942_1343,1377217,1378335,Forward,ndhA,NADH dehydrogenase subunit H,,essential,non-essential,2,yes,no,
SE_1395,SYNPCC7942_RS06870,Synpcc7942_1344,1378378,1378986,Forward,ndhI,NAD(P)H-quinone oxidoreductase subunit I,,beneficial,,,yes,no,
SE_1396,SYNPCC7942_RS06875,Synpcc7942_1345,1378990,1379595,Forward,ndhG,NADH dehydrogenase subunit J,,essential,non-essential,0,yes,no,
SE_1397,SYNPCC7942_RS06880,Synpcc7942_1346,1379614,1379925,Forward,ndhE,NADH dehydrogenase subunit K,,essential,non-essential,18,yes,no,
SE_1398,SYNPCC7942_RS06885,Synpcc7942_1347,1380019,1381014,Reverse,ldhA,D-lactate dehydrogenase,,non-essential,,,no,no,
SE_1399,SYNPCC7942_RS06890,Synpcc7942_1348,1381032,1381331,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1400,SYNPCC7942_RS06895,Synpcc7942_1349,1381367,1382053,Reverse,,alpha/beta fold hydrolase,,non-essential,,,no,no,
SE_1401,(SYNPCC7942_RS06900),(Synpcc7942_1350),1382050,1382382,Reverse,,heterocyst frequency control protein PatD,,non-essential,,,no,no,"PCC 7942, UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data,  PCC 7942 RNAseq data"
SE_1402,SYNPCC7942_RS06905,Synpcc7942_1351,1382386,1383096,Reverse,,pseudouridine-5'-monophosphatase,,essential,non-essential,3,no,yes,
SE_1403,SYNPCC7942_RS06910,Synpcc7942_1352,1383192,1385162,Forward,acsA,acetyl-coenzyme A synthetase,,non-essential,,,yes,no,
SE_1404,SYNPCC7942_RS06915,Synpcc7942_1353,1385412,1386080,Forward,,DUF3120 domain-containing protein,,ambiguous,,,yes,no,
SE_1405,SYNPCC7942_RS06920,Synpcc7942_1354,1386587,1388083,Forward,,"drug resistance transporter, EmrB/QacA subfamily",,non-essential,,,no,yes,
SE_1406,SYNPCC7942_RS06925,Synpcc7942_1355,1388109,1390898,Reverse,,response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),,non-essential,,,no,no,
SE_1407,SYNPCC7942_RS06930,Synpcc7942_1356,1390895,1391350,Reverse,,Response regulator receiver domain-containing protein,,non-essential,,,no,no,
SE_1408,SYNPCC7942_RS06935,Synpcc7942_1357,1391347,1396770,Reverse,,PAS domain S-box protein,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1409,SYNPCC7942_RS06940,Synpcc7942_1358,1397087,1397878,Reverse,,"Uncharacterized conserved protein, contains Zn finger domain",,non-essential,,,no,no,
SE_1410,(SYNPCC7942_RS06945),,1397987,1398169,Reverse,,hypothetical protein,,,,,,,"PCC 7942, UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data"
SE_1411,SYNPCC7942_RS06950,Synpcc7942_1359,1398294,1399499,Reverse,,coenzyme F420 hydrogenase subunit beta,,essential,non-essential,25,no,yes,
SE_1412,SYNPCC7942_RS06955,Synpcc7942_1360,1399742,1401052,Forward,,LytR family transcriptional regulator,,non-essential,,,no,no,
SE_1413,SYNPCC7942_RS06960,Synpcc7942_1361,1401085,1401588,Forward,,Pentapeptide repeat-containing protein,,non-essential,,,no,yes,
SE_1414,SYNPCC7942_RS06965,Synpcc7942_1362,1401672,1402157,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1415,SYNPCC7942_RS06970,(Synpcc7942_1363),1402440,1402640,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1416,SYNPCC7942_RS06975,Synpcc7942_1364,1402687,1403103,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1417,SYNPCC7942_RS06985,Synpcc7942_1365,1403362,1404060,Reverse,,"membrane protein, MarC family",,non-essential,,,no,no,
SE_1418,SYNPCC7942_RS06990,Synpcc7942_1366,1404292,1405203,Reverse,menA,"2-carboxy-1,4-naphthoquinone phytyltransferase",,essential,non-essential,7,yes,no,
SE_1419,SYNPCC7942_RS06995,Synpcc7942_1367,1405262,1406629,Forward,,cytochrome P450,,non-essential,,,no,no,UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from conserved BLAST domains
SE_1420,SYNPCC7942_RS07000,Synpcc7942_1368,1406657,1406992,Forward,,SH3 domain-containing protein,,non-essential,,,no,no,
SE_1421,SYNPCC7942_RS07005,(Synpcc7942_1369),1407238,1407837,Forward,recR,DNA replication and repair protein RecR,,essential,non-essential,2,yes,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1422,SYNPCC7942_RS07010,Synpcc7942_1370,1407963,1408202,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1423,SYNPCC7942_RS07015,Synpcc7942_1371,1408205,1409368,Reverse,corA,magnesium transporter,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1424,SYNPCC7942_RS07020,Synpcc7942_1372,1409560,1413132,Forward,metH,methionine synthase (B12-dependent),,essential,non-essential,0,no,no,
SE_1425,SYNPCC7942_RS07025,Synpcc7942_1373,1413287,1413982,Reverse,,urease accessory protein,,beneficial,,,no,no,
SE_1426,SYNPCC7942_RS07030,Synpcc7942_1374,1414283,1415914,Reverse,rluA,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase,,non-essential,,,no,no,
SE_1427,SYNPCC7942_RS07035,Synpcc7942_1375,1415985,1416506,Reverse,,NAD(P)H-dependent FMN reductase,,non-essential,,,no,no,
SE_1428,SYNPCC7942_RS07040,Synpcc7942_1376,1416706,1417302,Reverse,,hypothetical protein,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1429,SYNPCC7942_RS07045,(Synpcc7942_1377),1417585,1419879,Forward,,metal dependent phosphohydrolase,,beneficial,,,yes,yes,
SE_1430,SYNPCC7942_RS07050,Synpcc7942_1378,1419926,1421167,Reverse,,lipid-A-disaccharide synthase,,essential,non-essential,3,yes,no,
SE_1431,SYNPCC7942_RS07055,Synpcc7942_R0048,1421238,1421319,Reverse,,tRNA-Leu,,,non-essential,36,,,
SE_1432,SYNPCC7942_RS07060,Synpcc7942_1379,1421475,1422836,Forward,accC,biotin carboxylase /acetyl-CoA carboxylase carboxyltransferase subunit alpha,,essential,essential,88,yes,no,
SE_1433,SYNPCC7942_RS07065,Synpcc7942_1380,1422879,1424603,Forward,,high affinity sulphate transporter 1,,non-essential,,,no,no,
SE_1434,SYNPCC7942_RS07070,Synpcc7942_1381,1424685,1426610,Forward,,"ATP-binding cassette, subfamily F, uup",,non-essential,,,no,no,
SE_1435,SYNPCC7942_RS07075,Synpcc7942_1382,1427042,1429711,Forward,,diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),,non-essential,,,no,no,
SE_1436,SYNPCC7942_RS07080,Synpcc7942_1383,1429798,1430310,Reverse,ppa,inorganic pyrophosphatase,,essential,non-essential,7,yes,no,
SE_1437,SYNPCC7942_RS07085,Synpcc7942_1384,1430438,1431283,Forward,,Heat shock protein HslJ,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1438,SYNPCC7942_RS07090,Synpcc7942_1385,1431285,1431506,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1439,SYNPCC7942_RS07095,Synpcc7942_1386,1431627,1432760,Reverse,,"cob(I)yrinic acid a,c-diamide adenosyltransferase",,essential,non-essential,3,no,no,
SE_1440,SYNPCC7942_RS07100,Synpcc7942_1387,1432853,1433680,Forward,,uncharacterized protein,,essential,non-essential,2,yes,no,
SE_1441,SYNPCC7942_RS07105,Synpcc7942_1388,1433659,1434372,Forward,ecaA,carbonic anhydrase,,non-essential,,,no,no,
SE_1442,SYNPCC7942_RS07110,Synpcc7942_1389,1434538,1435620,Reverse,psbAII,photosystem II P680 reaction center D1 protein,,not_analyzed,,,no,no,
SE_1443,SYNPCC7942_RS07115,Synpcc7942_1390,1435722,1436066,Reverse,,histidine triad (HIT) family protein,,beneficial,,,yes,no,
SE_1444,SYNPCC7942_RS07120,Synpcc7942_1391,1436154,1437692,Forward,comM,magnesium chelatase family protein,,non-essential,,,no,no,
SE_1445,SYNPCC7942_RS07125,Synpcc7942_1392,1437916,1441983,Reverse,phoA,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-or 3'-nucleotidase, 5'-nucleotidase family",,non-essential,,,no,no,
SE_1446,SYNPCC7942_RS07130,Synpcc7942_1393,1442504,1443418,Forward,,Acetoin utilization deacetylase AcuC,,non-essential,,,no,no,
SE_1447,SYNPCC7942_RS07135,Synpcc7942_1394,1443546,1445309,Forward,,"Predicted metalloprotease, contains C-terminal PDZ domain",,non-essential,,,no,no,
SE_1448,SYNPCC7942_RS07140,Synpcc7942_1395,1445306,1445725,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1449,SYNPCC7942_RS07145,Synpcc7942_1396,1445743,1446000,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1450,SYNPCC7942_RS07150,(Synpcc7942_1397),1446149,1447519,Forward,,hypothetical protein,Apolipoprotein domains; chromosome segregation domain,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1451,SYNPCC7942_RS07155,Synpcc7942_1398,1447847,1450069,Reverse,,cellulose synthase (UDP-forming),,non-essential,,,no,yes,
SE_1452,SYNPCC7942_RS07160,Synpcc7942_1399,1450087,1451241,Reverse,,Multidrug resistance efflux pump,,non-essential,,,no,no,
SE_1453,SYNPCC7942_RS07165,Synpcc7942_1400,1451255,1452376,Reverse,,"1,4-beta-xylanase",,non-essential,,,no,no,
SE_1454,SYNPCC7942_RS07170,Synpcc7942_1401,1452727,1453104,Reverse,,"Catechol 2,3-dioxygenase",,essential,non-essential,3,no,no,
SE_1455,SYNPCC7942_RS07175,Synpcc7942_1402,1453317,1454576,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1456,SYNPCC7942_RS07180,Synpcc7942_1403,1454593,1455369,Reverse,,hydroxyacylglutathione hydrolase,,non-essential,,,yes,no,
SE_1457,SYNPCC7942_RS07185,Synpcc7942_1404,1455395,1456084,Reverse,,"two component transcriptional regulator, winged helix family",,essential,non-essential,7,no,no,
SE_1458,SYNPCC7942_RS07190,Synpcc7942_1405,1456260,1456787,Forward,,DUF192 domain-containing protein,,non-essential,,,no,no,
SE_1459,SYNPCC7942_RS07195,Synpcc7942_1406,1456803,1457909,Reverse,futC,iron(III) transport system ATP-binding protein,,essential,non-essential,5,no,no,
SE_1460,SYNPCC7942_RS07200,Synpcc7942_1407,1458057,1459688,Forward,futB,iron(III) transport system permease protein,,essential,non-essential,7,no,no,
SE_1461,SYNPCC7942_RS07205,(Synpcc7942_1408),1459920,1460555,Forward,mapA,Ubiquinone/menaquinone biosynthesis C-methylase UbiE,,non-essential,,,no,yes,
SE_1462,SYNPCC7942_RS07210,Synpcc7942_1409,1460847,1461869,Forward,futA2,iron(III) transport system substrate-binding protein,,non-essential,,,no,no,
SE_1463,SYNPCC7942_RS07215,Synpcc7942_1410,1461949,1463571,Reverse,leuA,2-isopropylmalate synthase,,ambiguous,,,yes,no,
SE_1464,SYNPCC7942_RS07220,Synpcc7942_1411,1463651,1464358,Reverse,,lipoate-protein ligase A,,beneficial,,,yes,no,
SE_1465,SYNPCC7942_RS07225,Synpcc7942_1412,1464368,1464817,Reverse,,Putative sensory transduction regulator,,non-essential,,,no,no,
SE_1466,SYNPCC7942_RS07230,Synpcc7942_1413,1464941,1465696,Forward,,sulfite exporter TauE/SafE family protein,,non-essential,,,no,no,
SE_1467,SYNPCC7942_RS07235,Synpcc7942_1414,1465709,1466434,Reverse,,putative ABC transport system ATP-binding protein,,non-essential,,,no,no,
SE_1468,SYNPCC7942_RS07240,Synpcc7942_1415,1466530,1468095,Reverse,ndhB,NADH dehydrogenase subunit N,,essential,non-essential,4,yes,no,
SE_1469,SYNPCC7942_RS07245,Synpcc7942_1416,1468344,1470995,Forward,topA,DNA topoisomerase I,,essential,non-essential,0,yes,no,
SE_1470,SYNPCC7942_RS07250,Synpcc7942_1417,1471000,1471983,Forward,,S-layer homology domain-containing protein,,non-essential,,,no,no,
SE_1471,SYNPCC7942_RS07255,Synpcc7942_1418,1471980,1472186,Reverse,ccmJ,zinc ribbon domain-containing protein,,non-essential,,,no,no,
SE_1472,SYNPCC7942_RS07260,Synpcc7942_1419,1472585,1473445,Forward,chlL,ferredoxin protochlorophyllide reductase subunitL,,non-essential,,,yes,no,
SE_1473,SYNPCC7942_RS07265,Synpcc7942_1420,1473509,1474909,Forward,chlN,ferredoxin protochlorophyllide reductase subunitN,,non-essential,,,yes,no,
SE_1474,SYNPCC7942_RS07270,Synpcc7942_1421,1475239,1475547,Forward,ccmK,carbon dioxide concentrating mechanism protein CcmK,,essential,essential,199,no,no,
SE_1475,SYNPCC7942_RS07275,Synpcc7942_1422,1475694,1475993,Forward,ccmL,carbon dioxide concentrating mechanism protein CcmL,,essential,essential,146,no,no,
SE_1476,SYNPCC7942_RS07280,Synpcc7942_1423,1476059,1477678,Forward,ccmM,carbon dioxide concentrating mechanism protein CcmM,,essential,non-essential,20,no,no,
SE_1477,SYNPCC7942_RS07285,Synpcc7942_1424,1477713,1478198,Forward,ccmN,carbon dioxide concentrating mechanism protein CcmN,,essential,non-essential,5,no,no,
SE_1478,SYNPCC7942_RS07290,Synpcc7942_1425,1478240,1479070,Forward,ccmO,carbon dioxide concentrating mechanism protein CcmO,,essential,non-essential,4,no,no,
SE_1479,SYNPCC7942_RS07295,Synpcc7942_1426,1479461,1480879,Forward,rbcL,"ribulose 1,5-bisphosphate carboxylase large subunit",,essential,essential,185,yes,no,
SE_1480,SYNPCC7942_RS07300,(Synpcc7942_1427),1480976,1481305,Forward,rbcS,ribulose bisphosphate carboxylase small subunit,,essential,essential,90,yes,yes,
SE_1481,SYNPCC7942_RS07305,Synpcc7942_1428,1481407,1482594,Forward,purK,5-(carboxyamino)imidazole ribonucleotide synthase,,essential,non-essential,2,yes,no,
SE_1482,SYNPCC7942_RS07310,Synpcc7942_1429,1482857,1483267,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1483,SYNPCC7942_RS07315,Synpcc7942_1430,1483316,1484251,Reverse,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1484,SYNPCC7942_RS07320,Synpcc7942_1431,1484549,1484986,Forward,rotA,peptidylprolyl isomerase/peptidyl-prolyl cis-trans isomerase B (cyclophilin B),,non-essential,,,no,yes,
SE_1485,SYNPCC7942_RS07325,Synpcc7942_1432,1485025,1486710,Reverse,ribA,"3,4-dihydroxy-2-butanone 4-phosphate synthase /GTP cyclohydrolase II",,essential,essential,58,yes,no,
SE_1486,SYNPCC7942_RS07330,Synpcc7942_1433,1486983,1488041,Forward,argC,N-acetyl-gamma-glutamyl-phosphate reductase,,essential,non-essential,7,yes,no,
SE_1487,SYNPCC7942_RS07335,Synpcc7942_1434,1488255,1488854,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1488,SYNPCC7942_RS07340,Synpcc7942_1435,1488975,1490723,Reverse,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene -1-carboxylate synthase,,essential,non-essential,9,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains"
SE_1489,SYNPCC7942_RS07345,Synpcc7942_1436,1490759,1491205,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_1490,SYNPCC7942_RS07350,Synpcc7942_1437,1491286,1491564,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1491,SYNPCC7942_RS07355,Synpcc7942_1438,1491796,1492290,Reverse,nblC,ATP-binding protein,,beneficial,,,yes,no,
SE_1492,SYNPCC7942_RS07360,Synpcc7942_1439,1492429,1494030,Reverse,ndhD2,NADH dehydrogenase subunit M,,beneficial,,,no,no,
SE_1493,SYNPCC7942_RS07365,Synpcc7942_1440,1494173,1495093,Reverse,thrB,homoserine kinase,,essential,non-essential,26,yes,no,
SE_1494,SYNPCC7942_RS07370,Synpcc7942_1441,1495174,1496151,Reverse,cobD,adenosylcobinamide-phosphate synthase,,essential,non-essential,2,yes,no,
SE_1495,SYNPCC7942_RS07375,Synpcc7942_1442,1496399,1496833,Forward,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein,,non-essential,,,no,no,
SE_1496,SYNPCC7942_RS07380,Synpcc7942_R0049,1496904,1496975,Forward,,tRNA-Lys,,,essential,67,,,
SE_1497,SYNPCC7942_RS07385,Synpcc7942_1443,1497217,1498290,Forward,fba,fructose-bisphosphate aldolase,,essential,essential,72,yes,no,
SE_1498,SYNPCC7942_RS07390,Synpcc7942_1444,1498331,1498624,Forward,,hypothetical protein,,non-essential,,,no,no,UTEX 3055 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data
SE_1499,SYNPCC7942_RS07395,Synpcc7942_1445,1498702,1499817,Reverse,,CARDB protein,,non-essential,,,no,no,
SE_1500,SYNPCC7942_RS07400,Synpcc7942_1446,1499923,1500342,Reverse,,hypothetical protein,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1501,SYNPCC7942_RS07405,Synpcc7942_1447,1500489,1501307,Forward,icfA,carbonic anhydrase,,essential,non-essential,7,no,no,
SE_1502,SYNPCC7942_RS07410,Synpcc7942_1448,1501343,1502305,Forward,nadA,quinolinate synthetase,,beneficial,,,yes,no,
SE_1503,SYNPCC7942_RS07415,Synpcc7942_1449,1502325,1503392,Reverse,lpxD,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,,essential,non-essential,0,no,no,
SE_1504,SYNPCC7942_RS07420,Synpcc7942_1450,1503457,1504257,Forward,pstB,"phosphate ABC transporter ATP-binding protein, PhoT family",,non-essential,,,no,no,
SE_1505,SYNPCC7942_RS07425,Synpcc7942_1451,1504300,1504761,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1506,SYNPCC7942_RS07430,Synpcc7942_1452,1504758,1506194,Reverse,radA,DNA replication and repair protein RadA,,non-essential,,,yes,no,
SE_1507,SYNPCC7942_RS07435,Synpcc7942_1453,1506399,1507133,Forward,rpaB,"two component transcriptional regulator, winged helix family",,essential,essential,118,yes,no,
SE_1508,SYNPCC7942_RS07440,Synpcc7942_1454,1507284,1508324,Forward,plsX,phosphate acyl-[acyl carrier protein] acyltransferase,,essential,non-essential,4,yes,no,
SE_1509,SYNPCC7942_RS07445,Synpcc7942_1455,1508394,1509401,Forward,fabH,3-oxoacyl-[acyl-carrier-protein] synthase III,,essential,non-essential,36,no,no,
SE_1510,SYNPCC7942_RS07450,Synpcc7942_1456,1509455,1510336,Forward,,[acyl-carrier-protein] S-malonyltransferase,,essential,non-essential,13,no,no,
SE_1511,SYNPCC7942_RS07455,Synpcc7942_1457,1510305,1510982,Forward,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,,essential,non-essential,0,yes,yes,
SE_1512,SYNPCC7942_RS07460,Synpcc7942_1458,1510962,1511528,Reverse,,DUF218 domain-containing protein,,non-essential,,,no,no,
SE_1513,SYNPCC7942_RS07465,Synpcc7942_1459,1511592,1512212,Reverse,,tRNA threonylcarbamoyl adenosine modification protein YeaZ,,essential,non-essential,0,no,no,
SE_1514,SYNPCC7942_RS07470,Synpcc7942_1460,1512321,1512578,Reverse,,Hypothetical protein Ycf34,,non-essential,,,yes,no,
SE_1515,SYNPCC7942_RS07475,Synpcc7942_1461,1512709,1513965,Reverse,irpB,"CxxC motif-containing protein, DUF1111 family",,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1516,SYNPCC7942_RS07480,Synpcc7942_1462,1514071,1515141,Reverse,irpA,imelysin. Metallo peptidase. MEROPS family M75,,non-essential,,,no,no,
SE_1517,SYNPCC7942_RS07485,Synpcc7942_1463,1515369,1517000,Forward,somB,cyanobacterial porin,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1518,SYNPCC7942_RS07490,Synpcc7942_1464,1517237,1518832,Forward,somA,cyanobacterial porin,,beneficial,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1519,SYNPCC7942_RS07495,Synpcc7942_1465,1518994,1519449,Forward,,Rrf2 family transcriptional regulator,,non-essential,,,no,no,
SE_1520,SYNPCC7942_RS07500,Synpcc7942_1466,1519664,1520668,Forward,cysM,cysteine synthase,,non-essential,,,no,no,
SE_1521,SYNPCC7942_RS07505,Synpcc7942_1467,1520674,1521363,Forward,,molecular chaperone DnaJ,,non-essential,,,no,no,
SE_1522,SYNPCC7942_RS07510,Synpcc7942_1468,1521482,1522141,Reverse,,"multisubunit sodium/proton antiporter, MrpB subunit",,beneficial,,,no,no,
