,new_locus_tag,old_locus_tag,start,end,strand,ncbi_gene_name,gene_name,biocyc_gene_name,Deutschbauer_gene,gene_product_old,gene_product,Deutschbauer_product,KEGG_ko
1434,SYNPCC7942_RS07220,Synpcc7942_1411,1463651,1464358,-,SYNPCC7942_RS07220,SYNPCC7942_1411,SYNPCC7942_1411,SYNPCC7942_RS07220,lipoate--protein ligase family protein,conserved hypothetical protein,SYNPCC7942_RS07220,K03800
1435,SYNPCC7942_RS07225,Synpcc7942_1412,1464368,1464817,-,SYNPCC7942_RS07225,SYNPCC7942_1412,SYNPCC7942_1412,SYNPCC7942_RS07225,YbjN domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS07225,
1436,SYNPCC7942_RS07230,Synpcc7942_1413,1464941,1465696,+,SYNPCC7942_RS07230,SYNPCC7942_1413,SYNPCC7942_1413,SYNPCC7942_RS07230,sulfite exporter TauE/SafE family protein,conserved hypothetical protein,SYNPCC7942_RS07230,K07090
1437,SYNPCC7942_RS07235,Synpcc7942_1414,1465709,1466434,-,SYNPCC7942_RS07235,SYNPCC7942_1414,SYNPCC7942_1414,SYNPCC7942_RS07235,ABC transporter ATP-binding protein,ATPase,SYNPCC7942_RS07235,K02003
1438,SYNPCC7942_RS07240,Synpcc7942_1415,1466530,1468095,-,SYNPCC7942_RS07240,ndhB,ndhB,ndhB,NAD(P)H-quinone oxidoreductase subunit N,"Proton-translocating NADH-quinone oxidoreductase, subunit NdhB",NAD(P)H-quinone oxidoreductase subunit B,K05573
1439,SYNPCC7942_RS07245,Synpcc7942_1416,1468344,1470995,+,topA,topA,topA,topA,type I DNA topoisomerase,DNA topoisomerase I,DNA topoisomerase I,K03168
1440,SYNPCC7942_RS07250,Synpcc7942_1417,1471000,1471983,+,SYNPCC7942_RS07250,SYNPCC7942_1417,SYNPCC7942_1417,SYNPCC7942_RS07250,S-layer homology domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS07250,
1441,SYNPCC7942_RS07255,Synpcc7942_1418,1471980,1472186,-,SYNPCC7942_RS07255,ccmJ,ccmJ,SYNPCC7942_RS07255,hypothetical protein,hypothetical carboxysomal shell polypeptide,SYNPCC7942_RS07255,
1442,SYNPCC7942_RS07260,Synpcc7942_1419,1472585,1473445,+,bchL,chlL,chlL,SYNPCC7942_RS07260,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,"light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein",SYNPCC7942_RS07260,K04037
1443,SYNPCC7942_RS07265,Synpcc7942_1420,1473509,1474909,+,SYNPCC7942_RS07265,chlN,chlN,SYNPCC7942_RS07265,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,"light-independent protochlorophyllide reductase, N subunit",SYNPCC7942_RS07265,K04038
1444,SYNPCC7942_RS07270,Synpcc7942_1421,1475239,1475547,+,SYNPCC7942_RS07270,ccmK1,ccmK1,ccmK,carbon dioxide-concentrating mechanism protein CcmK,putative carboxysome assembly protein,putative carboxysome assembly protein,K08696
1445,SYNPCC7942_RS07275,Synpcc7942_1422,1475694,1475993,+,SYNPCC7942_RS07275,ccmL,ccmL,ccmL,EutN/CcmL family microcompartment protein,carbon dioxide concentrating mechanism protein CcmL,carbon dioxide concentrating mechanism protein CcmL,K08697
1446,SYNPCC7942_RS07280,Synpcc7942_1423,1476059,1477678,+,SYNPCC7942_RS07280,ccmM,ccmM,ccmM,carbon dioxide concentrating mechanism protein CcmM,carbonic anhydrase,Carbonate dehydratase,K08698
1447,SYNPCC7942_RS07285,Synpcc7942_1424,1477713,1478198,+,SYNPCC7942_RS07285,ccmN,ccmN,ccmN,hypothetical protein,carbon dioxide concentrating mechanism protein,carbon dioxide concentrating mechanism protein,K08699
1448,SYNPCC7942_RS07290,Synpcc7942_1425,1478240,1479070,+,SYNPCC7942_RS07290,ccmO,ccmO,SYNPCC7942_RS07290,carbon dioxide-concentrating mechanism protein CcmK,carbon dioxide concentrating mechanism protein CcmO,SYNPCC7942_RS07290,K08700
1449,SYNPCC7942_RS07295,Synpcc7942_1426,1479461,1480879,+,SYNPCC7942_RS07295,cbbL,cbbL,rbcL,form I ribulose bisphosphate carboxylase large subunit,ribulose-bisphosphate carboxylase large subunit,ribulose bisophosphate carboxylase,K01601
1450,SYNPCC7942_RS07300,Synpcc7942_1427,1480976,1481305,+,SYNPCC7942_RS07300,cbbS,cbbS,rbcS,ribulose bisphosphate carboxylase small subunit,ribulose-bisphosphate carboxylase small subunit,"ribulose 1,5-bisphosphate carboxylase small subunit",K01602
1451,SYNPCC7942_RS07305,Synpcc7942_1428,1481407,1482594,+,purK,purK,purK,purK,5-(carboxyamino)imidazole ribonucleotide synthase,"phosphoribosylaminoimidazole carboxylase, ATPase subunit",phosphoribosylaminoimidazole carboxylase ATPase subunit,K01589
1452,SYNPCC7942_RS07310,Synpcc7942_1429,1482857,1483267,-,SYNPCC7942_RS07310,SYNPCC7942_1429,SYNPCC7942_1429,SYNPCC7942_RS07310,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07310,
1453,SYNPCC7942_RS07315,Synpcc7942_1430,1483316,1484173,-,SYNPCC7942_RS07315,SYNPCC7942_1430,SYNPCC7942_1430,SYNPCC7942_RS07315,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07315,
1454,SYNPCC7942_RS07320,Synpcc7942_1431,1484549,1484986,+,SYNPCC7942_RS07320,rot,rot,SYNPCC7942_RS07320,peptidylprolyl isomerase,Peptidylprolyl isomerase,SYNPCC7942_RS07320,"K01802,ko:K03768"
1455,SYNPCC7942_RS07325,Synpcc7942_1432,1485025,1486710,-,ribA,ribBA,ribBA,ribA,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase RibB/GTP cyclohydrolase II RibA,"3,4-dihydroxy-2-butanone 4-phosphate synthase GTP cyclohydrolase II","bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein",K14652
1456,SYNPCC7942_RS07330,Synpcc7942_1433,1486983,1488041,+,SYNPCC7942_RS07330,argC,argC,argC,N-acetyl-gamma-glutamyl-phosphate reductase,N-acetyl-gamma-glutamyl-phosphate reductase,N-acetyl-gamma-glutamyl-phosphate reductase,K00145
1457,SYNPCC7942_RS07335,Synpcc7942_1434,1488255,1488854,-,SYNPCC7942_RS07335,SYNPCC7942_1434,SYNPCC7942_1434,SYNPCC7942_RS07335,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07335,
1458,SYNPCC7942_RS07340,Synpcc7942_1435,1488975,1490723,-,menD,menD,menD,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase","2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase",K02551
1459,SYNPCC7942_RS07345,Synpcc7942_1436,1490759,1491205,-,SYNPCC7942_RS07345,SYNPCC7942_1436,SYNPCC7942_1436,SYNPCC7942_RS07345,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07345,
1460,SYNPCC7942_RS07350,Synpcc7942_1437,1491286,1491564,+,SYNPCC7942_RS07350,SYNPCC7942_1437,SYNPCC7942_1437,SYNPCC7942_RS07350,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07350,
1461,SYNPCC7942_RS07355,Synpcc7942_1438,1491796,1492290,-,SYNPCC7942_RS07355,nblC,nblC,SYNPCC7942_RS07355,ATP-binding protein,anti-sigma regulatory factor NblC,SYNPCC7942_RS07355,"K04757,ko:K08282"
1462,SYNPCC7942_RS07360,Synpcc7942_1439,1492429,1494030,-,SYNPCC7942_RS07360,ndhD2,ndhD2,SYNPCC7942_RS07360,NADH-quinone oxidoreductase subunit M,"proton-translocating NADH-quinone oxidoreductase, subunit NdhD2",SYNPCC7942_RS07360,K05575
1463,SYNPCC7942_RS07365,Synpcc7942_1440,1494173,1495093,-,SYNPCC7942_RS07365,thrB,thrB,thrB,homoserine kinase,homoserine kinase,homoserine kinase,K00872
1464,SYNPCC7942_RS07370,Synpcc7942_1441,1495174,1496151,-,SYNPCC7942_RS07370,cobD,cobD,cobD,cobalamin biosynthesis protein,cobalamin biosynthesis protein CobD,cobalamin biosynthesis protein,K02227
1465,SYNPCC7942_RS07375,Synpcc7942_1442,1496399,1496833,+,SYNPCC7942_RS07375,SYNPCC7942_1442,SYNPCC7942_1442,SYNPCC7942_RS07375,VOC family protein,conserved hypothetical protein,SYNPCC7942_RS07375,
1466,SYNPCC7942_RS07385,Synpcc7942_1443,1497217,1498290,+,fba,cbbA,cbbA,fba,fructose-bisphosphate aldolase class II,"ketose-bisphosphate aldolases Fructose-bisphosphate aldolase, class II, Calvin cycle subtype","fructose-1,6-bisphosphate aldolase",K01624
1467,SYNPCC7942_RS07395,Synpcc7942_1445,1498702,1499817,-,SYNPCC7942_RS07395,SYNPCC7942_1445,SYNPCC7942_1445,SYNPCC7942_RS07395,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07395,
1468,SYNPCC7942_RS07400,Synpcc7942_1446,1499923,1500342,-,SYNPCC7942_RS07400,SYNPCC7942_1446,SYNPCC7942_1446,SYNPCC7942_RS07400,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07400,
1469,SYNPCC7942_RS07405,Synpcc7942_1447,1500489,1501307,+,SYNPCC7942_RS07405,icfA,icfA,icfA,carbonic anhydrase,carbonic anhydrase,Carbonate dehydratase,K01673
1470,SYNPCC7942_RS07410,Synpcc7942_1448,1501343,1502305,+,nadA,nadA,nadA,SYNPCC7942_RS07410,quinolinate synthase NadA,"quinolinate synthetase complex, A subunit",SYNPCC7942_RS07410,K03517
1471,SYNPCC7942_RS07415,Synpcc7942_1449,1502325,1503392,-,lpxD,lpxD,lpxD,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,K02536
1472,SYNPCC7942_RS07420,Synpcc7942_1450,1503457,1504257,+,SYNPCC7942_RS07420,SYNPCC7942_1450,SYNPCC7942_1450,SYNPCC7942_RS07420,phosphate ABC transporter ATP-binding protein,ATPase,SYNPCC7942_RS07420,K02036
1473,SYNPCC7942_RS07425,Synpcc7942_1451,1504300,1504761,+,SYNPCC7942_RS07425,SYNPCC7942_1451,SYNPCC7942_1451,SYNPCC7942_RS07425,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07425,
1474,SYNPCC7942_RS07430,Synpcc7942_1452,1504758,1506194,-,radA,radA,radA,SYNPCC7942_RS07430,DNA repair protein RadA,DNA repair protein RadA,SYNPCC7942_RS07430,K04485
1475,SYNPCC7942_RS07435,Synpcc7942_1453,1506399,1507133,+,SYNPCC7942_RS07435,rpaB,rpaB,SYNPCC7942_RS07435,response regulator transcription factor,RpaB-P RpaB response regulator,SYNPCC7942_RS07435,K11329
1476,SYNPCC7942_RS07440,Synpcc7942_1454,1507284,1508324,+,plsX,plsX,plsX,plsX,phosphate acyltransferase PlsX,fatty acid/phospholipid synthesis protein PlsX,fatty acid/phospholipid synthesis protein,K03621
1477,SYNPCC7942_RS07445,Synpcc7942_1455,1508394,1509401,+,fabH,fabH,fabH,fabH,ketoacyl-ACP synthase III,3-oxoacyl-(acyl-carrier-protein) synthase III,3-oxoacyl-(acyl carrier protein) synthase III,K00648
1478,SYNPCC7942_RS07450,Synpcc7942_1456,1509455,1510336,+,fabD,fabD,fabD,,ACP S-malonyltransferase,malonyl CoA-acyl carrier protein transacylase,malonyl CoA-acyl carrier protein transacylase,K00645
1479,SYNPCC7942_RS07455,Synpcc7942_1457,1510305,1510982,+,SYNPCC7942_RS07455,SYNPCC7942_1457,SYNPCC7942_1457,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase domain protein,1-acyl-sn-glycerol-3-phosphate acyltransferase,K00655
1480,SYNPCC7942_RS07460,Synpcc7942_1458,1510962,1511528,-,SYNPCC7942_RS07460,SYNPCC7942_1458,SYNPCC7942_1458,SYNPCC7942_RS07460,YdcF family protein,conserved hypothetical protein,SYNPCC7942_RS07460,
1481,SYNPCC7942_RS07465,Synpcc7942_1459,1511592,1512212,-,tsaB,SYNPCC7942_1459,SYNPCC7942_1459,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,conserved hypothetical protein,hypothetical protein,
1482,SYNPCC7942_RS07470,Synpcc7942_1460,1512321,1512578,-,SYNPCC7942_RS07470,SYNPCC7942_1460,SYNPCC7942_1460,SYNPCC7942_RS07470,Ycf34 family protein,conserved hypothetical protein,SYNPCC7942_RS07470,
1483,SYNPCC7942_RS07475,Synpcc7942_1461,1512709,1513965,-,SYNPCC7942_RS07475,irpB,irpB,SYNPCC7942_RS07475,thiol oxidoreductase,iron-regulated protein B,SYNPCC7942_RS07475,
1484,SYNPCC7942_RS07480,Synpcc7942_1462,1514071,1515141,-,SYNPCC7942_RS07480,irpA,irpA,SYNPCC7942_RS07480,iron-regulated protein A,iron-regulated protein A,SYNPCC7942_RS07480,
1485,SYNPCC7942_RS07485,Synpcc7942_1463,1515363,1517000,+,SYNPCC7942_RS07485,somB(1),somB(1),SYNPCC7942_RS07485,iron uptake porin,probable iron porin,SYNPCC7942_RS07485,
1486,SYNPCC7942_RS07490,Synpcc7942_1464,1517225,1518832,+,SYNPCC7942_RS07490,somA(1),somA(1),SYNPCC7942_RS07490,iron uptake porin,SomA outer membrane protein,SYNPCC7942_RS07490,
1487,SYNPCC7942_RS07495,Synpcc7942_1465,1518994,1519449,+,SYNPCC7942_RS07495,SYNPCC7942_1465,SYNPCC7942_1465,SYNPCC7942_RS07495,Rrf2 family transcriptional regulator,Protein of unknown function UPF0074,SYNPCC7942_RS07495,
1488,SYNPCC7942_RS07500,Synpcc7942_1466,1519664,1520668,+,cysK,cysK,cysK,SYNPCC7942_RS07500,cysteine synthase A,cysteine synthase,SYNPCC7942_RS07500,K01738
1489,SYNPCC7942_RS07505,Synpcc7942_1467,1520674,1521363,+,SYNPCC7942_RS07505,SYNPCC7942_1467,SYNPCC7942_1467,SYNPCC7942_RS07505,J domain-containing protein,Heat shock protein DnaJ-like,SYNPCC7942_RS07505,K03686
1490,SYNPCC7942_RS07510,Synpcc7942_1468,1521482,1522141,-,SYNPCC7942_RS07510,mnhB1,mnhB1,SYNPCC7942_RS07510,Na(+)/H(+) antiporter subunit B,putative multicomponent Na+:H+ antiporter subunit B,SYNPCC7942_RS07510,K05566
1491,SYNPCC7942_RS07515,Synpcc7942_1469,1522138,1522719,-,SYNPCC7942_RS07515,mnhB2,mnhB2,SYNPCC7942_RS07515,DUF4040 domain-containing protein,putative multicomponent Na+:H+ antiporter subunit B,SYNPCC7942_RS07515,K07242
1492,SYNPCC7942_RS13760,Synpcc7942_1470,1522712,1523005,-,SYNPCC7942_RS13760,SYNPCC7942_RS13760,SYNPCC7942_RS13760,SYNPCC7942_RS13760,monovalent cation/H(+) antiporter subunit G,SYNPCC7942_RS13760,SYNPCC7942_RS13760,K05571
1493,SYNPCC7942_RS07520,Synpcc7942_1471,1523002,1523259,-,SYNPCC7942_RS07520,SYNPCC7942_1471,SYNPCC7942_1471,SYNPCC7942_RS07520,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07520,K05570
1494,SYNPCC7942_RS07525,Synpcc7942_1472,1523256,1523642,-,SYNPCC7942_RS07525,SYNPCC7942_1472,SYNPCC7942_1472,SYNPCC7942_RS07525,cation:proton antiporter,conserved hypothetical protein,SYNPCC7942_RS07525,K05569
1495,SYNPCC7942_RS07530,Synpcc7942_1473,1523639,1525081,-,SYNPCC7942_RS07530,mnhD,mnhD,SYNPCC7942_RS07530,cation:proton antiporter,putative multicomponent Na+:H+ antiporter subunit D,SYNPCC7942_RS07530,K05568
1496,SYNPCC7942_RS07535,Synpcc7942_1474,1525078,1525413,-,SYNPCC7942_RS07535,mnhC,mnhC,SYNPCC7942_RS07535,cation:proton antiporter subunit C,putative multicomponent Na+:H+ antiporter subunit C,SYNPCC7942_RS07535,K05567
1497,SYNPCC7942_RS07540,Synpcc7942_1475,1525833,1526954,-,SYNPCC7942_RS07540,sbtA,sbtA,SYNPCC7942_RS07540,sodium-dependent bicarbonate transport family permease,sodium-dependent bicarbonate transporter,SYNPCC7942_RS07540,K07086
1498,SYNPCC7942_RS07545,Synpcc7942_1476,1527717,1528031,+,SYNPCC7942_RS07545,SYNPCC7942_1476,SYNPCC7942_1476,SYNPCC7942_RS07545,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07545,
1499,SYNPCC7942_RS07550,Synpcc7942_1477,1528142,1530337,-,SYNPCC7942_RS07550,SYNPCC7942_1477,SYNPCC7942_1477,SYNPCC7942_RS07550,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07550,
1500,SYNPCC7942_RS07555,,1530415,1530714,-,SYNPCC7942_RS07555,SYNPCC7942_RS07555,SYNPCC7942_RS07555,SYNPCC7942_RS07555,cytochrome c,SYNPCC7942_RS07555,SYNPCC7942_RS07555,
1501,SYNPCC7942_RS07560,Synpcc7942_1479,1530970,1531083,+,petG,petG,petG,petG,cytochrome b6-f complex subunit PetG,PetG,cytochrome b6f complex subunit PetG,K02640
1502,SYNPCC7942_RS07565,Synpcc7942_1480,1531194,1531748,-,rsmD,SYNPCC7942_1480,SYNPCC7942_1480,SYNPCC7942_RS07565,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,conserved hypothetical protein,SYNPCC7942_RS07565,
1503,SYNPCC7942_RS07570,Synpcc7942_1481,1531745,1532398,-,hisH,hisH,hisH,hisH,imidazole glycerol phosphate synthase subunit HisH,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",imidazole glycerol phosphate synthase subunit HisH,K02501
1504,SYNPCC7942_RS07575,Synpcc7942_1482,1532605,1534170,+,SYNPCC7942_RS07575,SYNPCC7942_1482,SYNPCC7942_1482,SYNPCC7942_RS07575,DUF3370 family protein,conserved hypothetical protein,SYNPCC7942_RS07575,
1505,SYNPCC7942_RS07580,Synpcc7942_1483,1534449,1534877,-,SYNPCC7942_RS07580,SYNPCC7942_1483,SYNPCC7942_1483,SYNPCC7942_RS07580,HIT family protein,conserved hypothetical protein,SYNPCC7942_RS07580,
1506,SYNPCC7942_RS07585,Synpcc7942_1484,1534874,1536367,-,SYNPCC7942_RS07585,murE,murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,UDP-N-acetylmuramyl-tripeptide synthetase,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",K01928
1507,SYNPCC7942_RS07590,Synpcc7942_1485,1536407,1536673,-,SYNPCC7942_RS07590,SYNPCC7942_1485,SYNPCC7942_1485,SYNPCC7942_RS07590,glutaredoxin family protein,conserved hypothetical protein,SYNPCC7942_RS07590,
1508,SYNPCC7942_RS07595,Synpcc7942_1486,1536664,1536912,-,yidD,SYNPCC7942_1486,SYNPCC7942_1486,SYNPCC7942_RS07595,membrane protein insertion efficiency factor YidD,Protein of unknown function DUF37,SYNPCC7942_RS07595,K08998
1509,SYNPCC7942_RS07600,Synpcc7942_1487,1536986,1537594,+,rpsD,rpsD,rpsD,rpsD,30S ribosomal protein S4,30S ribosomal subunit protein S4,30S ribosomal protein S4,K02986
1510,SYNPCC7942_RS07605,Synpcc7942_1488,1538545,1539897,+,SYNPCC7942_RS07605,cmpA,cmpA,SYNPCC7942_RS07605,ABC transporter substrate-binding protein,bicarbonate-binding protein,SYNPCC7942_RS07605,K11950
1511,SYNPCC7942_RS07610,Synpcc7942_1489,1539953,1540789,+,ntrB,cmpB,cmpB,SYNPCC7942_RS07610,nitrate ABC transporter permease,bicarbonatee transport permease,SYNPCC7942_RS07610,K11951
1512,SYNPCC7942_RS07615,Synpcc7942_1490,1540818,1542809,+,SYNPCC7942_RS07615,cmpC,cmpC,SYNPCC7942_RS07615,ABC transporter substrate-binding protein,bicarbonate transport ATP-binding subunit C,SYNPCC7942_RS07615,K11952
1513,SYNPCC7942_RS07620,Synpcc7942_1491,1542834,1543670,+,SYNPCC7942_RS07620,cmpD,cmpD,SYNPCC7942_RS07620,ATP-binding cassette domain-containing protein,bicarbonate transport ATP-binding subunit D,SYNPCC7942_RS07620,"K11953,ko:K15579"
1514,SYNPCC7942_RS07625,Synpcc7942_1492,1543938,1544507,+,SYNPCC7942_RS07625,SYNPCC7942_1492,SYNPCC7942_1492,SYNPCC7942_RS07625,metal-binding protein,conserved hypothetical protein,SYNPCC7942_RS07625,
1515,SYNPCC7942_RS07630,Synpcc7942_1493,1544514,1545353,+,mazG,mazG,mazG,SYNPCC7942_RS07630,nucleoside triphosphate pyrophosphohydrolase,MazG family protein,SYNPCC7942_RS07630,K02428
1516,SYNPCC7942_RS07635,Synpcc7942_1494,1545382,1546095,-,SYNPCC7942_RS07635,SYNPCC7942_1494,SYNPCC7942_1494,SYNPCC7942_RS07635,DUF3153 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS07635,
1517,SYNPCC7942_RS07640,Synpcc7942_1495,1546123,1546650,-,SYNPCC7942_RS07640,SYNPCC7942_1495,SYNPCC7942_1495,SYNPCC7942_RS07640,tetratricopeptide repeat protein,conserved hypothetical protein,SYNPCC7942_RS07640,
1518,SYNPCC7942_RS07645,Synpcc7942_1496,1546647,1547552,-,argB,argB,argB,argB,acetylglutamate kinase,acetylglutamate kinase,acetylglutamate kinase,K00930
1519,SYNPCC7942_RS07650,Synpcc7942_1497,1547545,1548105,-,SYNPCC7942_RS07650,SYNPCC7942_1497,SYNPCC7942_1497,,DUF2854 domain-containing protein,conserved hypothetical protein,hypothetical protein,
1520,SYNPCC7942_RS07655,Synpcc7942_1498,1548207,1548410,+,SYNPCC7942_RS07655,SYNPCC7942_1498,SYNPCC7942_1498,SYNPCC7942_RS07655,hypothetical protein,hypothetical protein,SYNPCC7942_RS07655,
1521,SYNPCC7942_RS14015,,1548442,1548594,+,SYNPCC7942_RS14015,SYNPCC7942_RS14015,SYNPCC7942_RS14015,SYNPCC7942_RS14015,hypothetical protein,SYNPCC7942_RS14015,SYNPCC7942_RS14015,
1522,SYNPCC7942_RS07660,Synpcc7942_1499,1548631,1548930,-,SYNPCC7942_RS07660,petF3,petF3,petF,2Fe-2S iron-sulfur cluster binding domain-containing protein,Ferredoxin 1,Ferredoxin (2Fe-2S),K02639
1523,SYNPCC7942_RS07665,Synpcc7942_1500,1549179,1550078,-,prmA,prmA,prmA,SYNPCC7942_RS07665,50S ribosomal protein L11 methyltransferase,ribosomal protein L11 methyltransferase,SYNPCC7942_RS07665,K02687
1524,SYNPCC7942_RS07670,Synpcc7942_1501,1550078,1551667,-,SYNPCC7942_RS07670,serA,serA,serA,phosphoglycerate dehydrogenase,D-3-phosphoglycerate dehydrogenase,D-3-phosphoglycerate dehydrogenase,"K00058,ko:K18916"
1525,SYNPCC7942_RS07675,Synpcc7942_1502,1551790,1552302,+,SYNPCC7942_RS07675,SYNPCC7942_1502,SYNPCC7942_1502,SYNPCC7942_RS07675,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07675,
1526,SYNPCC7942_RS07680,Synpcc7942_1503,1552303,1553082,+,SYNPCC7942_RS07680,SYNPCC7942_1503,SYNPCC7942_1503,SYNPCC7942_RS07680,photosystem II S4 domain protein,Photosystem II S4 domain protein,SYNPCC7942_RS07680,
1527,SYNPCC7942_RS07685,Synpcc7942_1504,1553330,1554718,+,SYNPCC7942_RS07685,SYNPCC7942_1504,SYNPCC7942_1504,SYNPCC7942_RS07685,DUF2252 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS07685,
1528,SYNPCC7942_RS07690,Synpcc7942_1505,1554839,1555936,-,leuB,leuB,leuB,leuB,3-isopropylmalate dehydrogenase,3-isopropylmalate dehydrogenase,3-isopropylmalate dehydrogenase,K00052
1529,SYNPCC7942_RS07695,Synpcc7942_1506,1556097,1556513,-,SYNPCC7942_RS07695,SYNPCC7942_1506,SYNPCC7942_1506,SYNPCC7942_RS07695,TerB family tellurite resistance protein,conserved hypothetical protein,SYNPCC7942_RS07695,
1530,SYNPCC7942_RS07705,Synpcc7942_1507,1557396,1558319,-,lipA,lipA1,lipA1,SYNPCC7942_RS07705,lipoyl synthase,lipoic acid synthetase,SYNPCC7942_RS07705,K03644
1531,SYNPCC7942_RS07710,Synpcc7942_1508,1558484,1559209,-,SYNPCC7942_RS07710,SYNPCC7942_1508,SYNPCC7942_1508,SYNPCC7942_RS07710,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS07710,
1532,SYNPCC7942_RS07715,Synpcc7942_1509,1559329,1560402,+,mnmA,mnmA,mnmA,trmU,tRNA 2-thiouridine(34) synthase MnmA,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,K00566
1533,SYNPCC7942_RS07720,Synpcc7942_1510,1560399,1561178,-,SYNPCC7942_RS07720,sigF1,sigF1,SYNPCC7942_RS07720,RNA polymerase sigma factor SigF,group3 RNA polymerase sigma factor SigF,SYNPCC7942_RS07720,K03090
1534,SYNPCC7942_RS07725,Synpcc7942_1511,1561467,1561904,-,SYNPCC7942_RS07725,SYNPCC7942_1511,SYNPCC7942_1511,SYNPCC7942_RS07725,membrane protein,conserved hypothetical protein,SYNPCC7942_RS07725,
1535,SYNPCC7942_RS07730,Synpcc7942_1512,1561944,1563389,-,zds,zds1,zds1,crtQb,9%2C9'-di-cis-zeta-carotene desaturase,"Carotene 7,8-desaturase",zeta-carotene desaturase,K00514
1536,SYNPCC7942_RS07735,Synpcc7942_1513,1563532,1564740,+,SYNPCC7942_RS07735,dxr,dxr,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase,K00099
1537,SYNPCC7942_RS07740,Synpcc7942_1514,1564750,1565349,+,SYNPCC7942_RS07740,rsuA2,rsuA2,SYNPCC7942_RS07740,pseudouridine synthase,"Pseudouridine synthase, Rsu",SYNPCC7942_RS07740,K06181
1538,SYNPCC7942_RS07745,Synpcc7942_1515,1565319,1566290,+,SYNPCC7942_RS07745,SYNPCC7942_1515,SYNPCC7942_1515,SYNPCC7942_RS07745,serine/threonine phosphatase,protein serine/threonine phosphatases,SYNPCC7942_RS07745,K01090
1539,SYNPCC7942_RS07750,Synpcc7942_1516,1566324,1566971,-,SYNPCC7942_RS07750,pgam2,pgam2,SYNPCC7942_RS07750,histidine phosphatase family protein,phosphoglycerate mutase,SYNPCC7942_RS07750,
1540,SYNPCC7942_RS07755,Synpcc7942_1517,1566943,1568316,-,SYNPCC7942_RS07755,SYNPCC7942_1517,SYNPCC7942_1517,,HAMP domain-containing histidine kinase,two-component sensor histidine kinase hik34-like,histidine kinase,
