locus_tag,old_locus_tag,new_annot,gene_name,new_product,cycbio_gene_name,cycbio_gene_product,COG,uniprot,start,end,strand,operon,accession
SYNPCC7942_RS13750,Synpcc7942_1290,SE_1341,smtA,metallothionein,SYNPCC7942_RS13750,SYNPCC7942_RS13750,Function unknown,P30331,1313290,1313460,-,,
SYNPCC7942_RS06605,Synpcc7942_1291,SE_1342,smtB,"transcriptional regulator, ArsR family",smtB,transcriptional repressor,Transcription,A0A0H3K2U0,1313561,1313929,+,,
SYNPCC7942_RS06610,Synpcc7942_1292,SE_1343,dnaG,DNA primase,dnaG,DNA primase,"Replication, recombination and repair",P74893,1313939,1316023,-,,
SYNPCC7942_RS06615,Synpcc7942_1293,SE_1344,pheT,phenylalanyl-tRNA synthetase beta subunit,pheT,"phenylalanyl-tRNA synthetase, beta subunit","Translation, ribosomal structure and biogenesis",P74764,1316166,1318598,-,,
SYNPCC7942_RS06620,Synpcc7942_1294,SE_1345,SE_1345,serine/threonine protein kinase,SYNPCC7942_1294,serine/threonine protein kinase,Transcription,Q31NP5,1318734,1320302,+,,
SYNPCC7942_RS06625,Synpcc7942_1295,SE_1346,SE_1346,Acyltransferase,plsC2,Phospholipid/glycerol acyltransferase,Lipid transport and metabolism,Q31NP4,1320370,1321758,-,,
SYNPCC7942_RS06630,Synpcc7942_1296,SE_1347,SE_1347,conserved hypothetical protein,SYNPCC7942_1296,conserved hypothetical protein,Function unknown,A0A0H3K076,1321898,1322593,+,,
SYNPCC7942_RS06635,Synpcc7942_1297,SE_1348,SE_1348,malate dehydrogenase (oxaloacetate-decarboxylating),maeA,Malate dehydrogenase (oxaloacetate decarboxylating),Energy production and conversion,A0A0H3K2T5,1322910,1324319,+,,
SYNPCC7942_RS06640,Synpcc7942_1298,SE_1349,SE_1349,diguanylate cyclase (GGDEF) domain-containing protein,SYNPCC7942_1298,diguanylate cyclase (GGDEF domain),Signal transduction mechanisms,Q31NP1,1325107,1326837,+,,
SYNPCC7942_RS06645,Synpcc7942_1299,SE_1350,SE_1350,"Uncharacterized conserved protein, DUF362 family",SYNPCC7942_1299,conserved hypothetical protein,Function unknown,A0A0H3JZN2,1326892,1327854,-,,
SYNPCC7942_RS06650,Synpcc7942_1300,SE_1351,SE_1351,5-formyltetrahydrofolate cyclo-ligase,SYNPCC7942_1300,conserved hypothetical protein,Coenzyme transport and metabolism,A0A0H3K5K4,1328093,1328662,+,,
SYNPCC7942_RS06655,Synpcc7942_1301,SE_1352,recQ,ATP-dependent DNA helicase RecQ,recQ,"ATP-dependent DNA helicase, RecQ family","Replication, recombination and repair",A0A0H3K071,1328720,1330141,+,,
SYNPCC7942_RS06660,Synpcc7942_1302,SE_1353,SE_1353,"Nucleotide-binding universal stress protein, UspA family",SYNPCC7942_1302,conserved hypothetical protein,Signal transduction mechanisms,Q31NN7,1330250,1330726,+,,
SYNPCC7942_RS06665,Synpcc7942_1303,SE_1354,SE_1354,hypothetical protein,SYNPCC7942_1303,conserved hypothetical protein,Transcription,A0A0H3JZE9,1330752,1331150,-,,
SYNPCC7942_RS06670,Synpcc7942_1304,SE_1355,SE_1355,hypothetical protein,SYNPCC7942_1304,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,UPI00005E2873,1331160,1331732,-,,
SYNPCC7942_RS06675,Synpcc7942_1305,SE_1356,SE_1356,peptide/nickel transport system ATP-binding protein,SYNPCC7942_1305,ATPase,Inorganic ion transport and metabolism,Q31NN4,1331834,1333444,-,,
SYNPCC7942_RS06680,Synpcc7942_1306,SE_1357,SE_1357,Protein of unknown function (DUF3172),SYNPCC7942_1306,conserved hypothetical protein,Function unknown,A0A0H3K063,1333522,1334082,-,,
SYNPCC7942_RS06685,Synpcc7942_1307,SE_1358,SE_1358,"ABC-type multidrug transport system, permease component",SYNPCC7942_1307,putative ABC-2 type transport system permease protein,Defense mechanisms,A0A0H3K2S1,1334181,1334996,+,,
SYNPCC7942_RS06690,Synpcc7942_1308,SE_1359,trpS,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A0H3JZE3,1335063,1336076,+,,
SYNPCC7942_RS06695,Synpcc7942_1309,SE_1360,metF,methylenetetrahydrofolate reductase (NADPH),SYNPCC7942_1309,methylenetetrahydrofolate reductase,Energy production and conversion,UPI00000BC50D,1336073,1337005,+,,
SYNPCC7942_RS06700,Synpcc7942_1310,SE_1361,cmpR,"DNA-binding transcriptional regulator, LysR family",cmpR,CmpR transcriptional regulator,Transcription,Q5N5I5,1337076,1338047,+,,
SYNPCC7942_RS06705,Synpcc7942_1311,SE_1362,SE_1362,transposase,SYNPCC7942_1311,conserved hypothetical protein,"Replication, recombination and repair",UPI000049BB44,1338222,1338596,-,,
SYNPCC7942_RS06710,Synpcc7942_1312,SE_1363,SE_1363,"ATP-binding cassette, subfamily B",SYNPCC7942_1312,ATPase,Inorganic ion transport and metabolism,Q31NM7,1338656,1340458,-,,
SYNPCC7942_RS06715,Synpcc7942_1313,SE_1364,aspS,aspartyl-tRNA synthetase,aspS,aspartyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",Q31NM6,1340634,1342433,+,,
SYNPCC7942_RS06720,Synpcc7942_1314,SE_1365,ftsH,membrane protease FtsH catalytic subunit,ftsH4,ATP-dependent metalloprotease FtsH,"Post-translational modification, protein turnover,and chaperones",Q31NM5,1342534,1344405,-,,
SYNPCC7942_RS06725,Synpcc7942_1315,SE_1366,gid,methylenetetrahydrofolate--tRNA-(uracil-5-)-meth yltransferase,gid,gid protein,"Translation, ribosomal structure and biogenesis",Q31NM4,1344583,1345983,-,,
SYNPCC7942_RS06730,Synpcc7942_1316,SE_1367,mntC,Mn transporter MntC,mntC1,Mn transporter MntC,Inorganic ion transport and metabolism,Q31NM3,1346077,1347114,-,,
SYNPCC7942_RS06735,Synpcc7942_1317,SE_1368,mntA,manganese/iron transport system ATP-binding protein,mntA1,ATPase,Inorganic ion transport and metabolism,Q31NM2,1347173,1347910,+,,
SYNPCC7942_RS06740,Synpcc7942_1318,SE_1369,mntB,manganese/iron transport system permease protein,mntB1,manganese transport system membrane protein MntB,Inorganic ion transport and metabolism,A0A0H3K5I5,1347917,1348768,+,,
SYNPCC7942_RS06745,Synpcc7942_1319,SE_1370,SE_1370,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase,pyrR,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0H3K051,1348834,1349373,+,,
SYNPCC7942_RS06750,Synpcc7942_1320,SE_1371,SE_1371,CHAD domain-containing protein,SYNPCC7942_1320,conserved hypothetical protein,Function unknown,A0A0H3K2Q8,1349340,1350296,-,,
SYNPCC7942_RS06755,Synpcc7942_1321,SE_1372,SE_1372,hypothetical protein,SYNPCC7942_1321,conserved hypothetical protein,No COG annotation,Q31NL8,1350414,1351433,-,,
SYNPCC7942_RS06760,Synpcc7942_1322,SE_1373,psaE,photosystem I subunit 4,psaE,PsaE,Function unknown,P23077,1351613,1351840,+,,
SYNPCC7942_RS06765,Synpcc7942_1323,SE_1374,fpg,DNA-(apurinic or apyrimidinic site) lyase /Formamidopyrimidine-DNA glycosylase,mutM,formamidopyrimidine-DNA glycosylase,"Replication, recombination and repair",Q08079,1351949,1352797,+,,
SYNPCC7942_RS06770,Synpcc7942_1324,SE_1375,SE_1375,Superfamily II RNA helicase,SYNPCC7942_1324,"DNA/RNA helicase, DEAD/DEAH box type","Replication, recombination and repair",Q31NL5,1352829,1355588,-,,
SYNPCC7942_RS06775,Synpcc7942_1325,SE_1376,dnaB,primary replicative DNA helicase,DnaB,replicative DNA helicase,"Replication, recombination and repair",UPI00003A0114,1355787,1357151,+,,
SYNPCC7942_RS06780,Synpcc7942_1326,SE_1377,mfd,transcription-repair coupling factor,mfd,transcription-repair coupling factor,"Replication, recombination and repair",Q31NL3,1357232,1360693,+,,
SYNPCC7942_RS06785,Synpcc7942_1327,SE_1378,SE_1378,hypothetical protein,SYNPCC7942_1327,hypothetical protein,No COG annotation,Q31NL2,1360808,1361101,+,,
SYNPCC7942_RS06790,Synpcc7942_1328,SE_1379,SE_1379,Uncharacterized membrane protein,SYNPCC7942_1328,conserved hypothetical protein,Function unknown,A0A0H3K2Q0,1361167,1361559,+,,
SYNPCC7942_RS06795,Synpcc7942_1329,SE_1380,SE_1380,uncharacterized protein,SYNPCC7942_1329,conserved hypothetical protein,Function unknown,Q31NL0,1361879,1362505,+,,
SYNPCC7942_RS06800,Synpcc7942_1330,SE_1381,SE_1381,Methyltransferase domain-containing protein,SYNPCC7942_1330,conserved hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q31NK9,1362508,1363164,+,,
SYNPCC7942_RS06805,Synpcc7942_1331,SE_1382,SE_1382,Chlorophyll A-B binding protein,SYNPCC7942_1331,CAB/ELIP/HLIP superfamily protein,Function unknown,A0A0H3K5H6,1363290,1363466,+,,
SYNPCC7942_RS06810,Synpcc7942_1332,SE_1383,SE_1383,Organic radical activating enzyme,SYNPCC7942_1332,conserved hypothetical protein,Coenzyme transport and metabolism,A0A0H3K039,1363471,1364091,+,,
SYNPCC7942_RS06815,Synpcc7942_1333,SE_1384,SE_1384,preQ(0) biosynthesis protein QueC,queC,Queuosine biosynthesis protein,Nucleotide transport and metabolism,Q31NK6,1364091,1364786,+,,
SYNPCC7942_RS06820,Synpcc7942_1334,SE_1385,trpE,"aminodeoxychorismate synthase, subunit I",pabB,"para-aminobenzoate synthase, component I",Amino acid transport and metabolism,Q31NK5,1364783,1366180,+,,
SYNPCC7942_RS06825,Synpcc7942_1335,SE_1386,SE_1386,branched-chain amino acid aminotransferase,pabC,probable branched-chain amino acid aminotransferase,Amino acid transport and metabolism,A0A0H3JZB6,1366177,1366971,+,,
SYNPCC7942_RS06830,Synpcc7942_1336,SE_1387,SE_1387,TIGR03032 family protein,SYNPCC7942_1336,conserved hypothetical protein,Function unknown,Q31NK3,1367261,1368343,+,,
SYNPCC7942_RS06835,Synpcc7942_1337,SE_1388,SE_1388,Integrins alpha chain,SYNPCC7942_RS06835,SYNPCC7942_RS06835,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0012DCEF72,1368405,1372715,+,,
SYNPCC7942_RS06840,Synpcc7942_1338,SE_1389,SE_1389,Protein of unknown function (DUF3747),SYNPCC7942_1338,conserved hypothetical protein,Energy production and conversion,UPI00005E2876,1372863,1373645,-,,
SYNPCC7942_RS06845,Synpcc7942_1339,SE_1390,SE_1390,hypothetical protein,SYNPCC7942_1339,conserved hypothetical protein,No COG annotation,A0A0H3JZB1,1373779,1373973,-,,
SYNPCC7942_RS06850,Synpcc7942_1340,SE_1391,def,peptide deformylase,def,Peptide deformylase,"Translation, ribosomal structure and biogenesis",A0A0H3JZJ4,1374061,1374639,-,,
SYNPCC7942_RS06855,Synpcc7942_1341,SE_1392,SE_1392,Predicted PurR-regulated permease PerM,SYNPCC7942_1341,conserved hypothetical protein,Function unknown,Q31NJ8,1374756,1375841,+,,
SYNPCC7942_RS06860,Synpcc7942_1342,SE_1393,gmd,"GDPmannose 4,6-dehydratase",rfbD,"GDP-mannose 4,6-dehydratase",Cell wall/membrane/envelope biogenesis,Q31NJ7,1375911,1377002,+,,
SYNPCC7942_RS06865,Synpcc7942_1343,SE_1394,ndhA,NADH dehydrogenase subunit H,ndhA,NADH dehydrogenase subunit 1,Energy production and conversion,Q31NJ6,1377217,1378335,+,,
SYNPCC7942_RS06870,Synpcc7942_1344,SE_1395,ndhI,NAD(P)H-quinone oxidoreductase subunit I,ndhI,"NADH-plastoquinone oxidoreductase, I subunit NADH-quinone oxidoreductase, chain I",Energy production and conversion,Q31NJ5,1378378,1378986,+,,
SYNPCC7942_RS06875,Synpcc7942_1345,SE_1396,ndhG,NADH dehydrogenase subunit J,ndhG,NADH dehydrogenase subunit 6,Energy production and conversion,Q31NJ4,1378990,1379595,+,,
SYNPCC7942_RS06880,Synpcc7942_1346,SE_1397,ndhE,NADH dehydrogenase subunit K,ndhE,NADH dehydrogenase subunit 4L,Energy production and conversion,A0A0H3JZA5,1379614,1379925,+,,
SYNPCC7942_RS06885,Synpcc7942_1347,SE_1398,ldhA,D-lactate dehydrogenase,SYNPCC7942_1347,2-hydroxyacid dehydrogenase-like,Energy production and conversion,A0A0H3JZI9,1380019,1381014,-,,
SYNPCC7942_RS06890,Synpcc7942_1348,SE_1399,SE_1399,hypothetical protein,SYNPCC7942_1348,hypothetical protein,No COG annotation,Q31NJ1,1381032,1381331,-,,
SYNPCC7942_RS06895,Synpcc7942_1349,SE_1400,SE_1400,alpha/beta fold hydrolase,SYNPCC7942_1349,conserved hypothetical protein,Function unknown,A0A0H3K5G2,1381367,1382053,-,,
SYNPCC7942_RS06900,,SYNPCC7942_RS06900,SYNPCC7942_RS06900,SYNPCC7942_RS06900,SYNPCC7942_RS06900,SYNPCC7942_RS06900,No COG annotation,UPI0012DBF04D,1382050,1382382,-,,
SYNPCC7942_RS06905,Synpcc7942_1351,SE_1402,SE_1402,pseudouridine-5'-monophosphatase,SYNPCC7942_1351,"HAD-superfamily hydrolase subfamily IA, variant 3",Function unknown,UPI00003A012E,1382386,1383078,-,,
SYNPCC7942_RS06910,Synpcc7942_1352,SE_1403,acsA,acetyl-coenzyme A synthetase,acsA,Acetate--CoA ligase,Coenzyme transport and metabolism,A0A0H3K2M6,1383192,1385162,+,,
SYNPCC7942_RS06915,Synpcc7942_1353,SE_1404,SE_1404,DUF3120 domain-containing protein,SYNPCC7942_1353,conserved hypothetical protein,Function unknown,A0A0H3JZ97,1385412,1386080,+,,
SYNPCC7942_RS06920,Synpcc7942_1354,SE_1405,SE_1405,"drug resistance transporter, EmrB/QacA subfamily",SYNPCC7942_1354,putative export protein,Amino acid transport and metabolism,A0A0H3JZI3,1386587,1388083,+,,
SYNPCC7942_RS06925,Synpcc7942_1355,SE_1406,SE_1406,response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),SYNPCC7942_1355,Two-component response regulator,Signal transduction mechanisms,A0A0H3K5F9,1388109,1390898,-,,
SYNPCC7942_RS06930,Synpcc7942_1356,SE_1407,SE_1407,Response regulator receiver domain-containing protein,SYNPCC7942_1356,response regulator receiver domain protein (CheY-like),Signal transduction mechanisms,A0A0H3K018,1390895,1391350,-,,
SYNPCC7942_RS06935,,SE_1408,SE_1408,PAS domain S-box protein,SYNPCC7942_RS06935,SYNPCC7942_RS06935,Signal transduction mechanisms,UPI00003A0134,1391347,1395309,-,,
SYNPCC7942_RS06940,Synpcc7942_1358,SE_1409,SE_1409,"Uncharacterized conserved protein, contains Zn finger domain",SYNPCC7942_1358,conserved hypothetical protein,Function unknown,Q31NI1,1397087,1397878,-,,
SYNPCC7942_RS06950,Synpcc7942_1359,SE_1411,SE_1411,coenzyme F420 hydrogenase subunit beta,SYNPCC7942_RS06950,SYNPCC7942_RS06950,Energy production and conversion,A0A0H3K5F3,1398294,1399499,-,,
SYNPCC7942_RS06955,Synpcc7942_1360,SE_1412,SE_1412,LytR family transcriptional regulator,SYNPCC7942_1360,cell envelope-related function transcriptional attenuator common domain,Transcription,A0A0H3K014,1399742,1401052,+,,
SYNPCC7942_RS06960,Synpcc7942_1361,SE_1413,SE_1413,Pentapeptide repeat-containing protein,SYNPCC7942_1361,conserved hypothetical protein,Function unknown,A0A0H3K2L4,1401085,1401588,+,,
SYNPCC7942_RS06965,Synpcc7942_1362,SE_1414,SE_1414,hypothetical protein,SYNPCC7942_1362,conserved hypothetical protein,No COG annotation,A0A0H3JZ83,1401672,1402157,+,,
SYNPCC7942_RS06970,,SE_1415,SE_1415,hypothetical protein,SYNPCC7942_RS06970,SYNPCC7942_RS06970,No COG annotation,UPI00003A013A,1402440,1402640,+,,
SYNPCC7942_RS06975,Synpcc7942_1364,SE_1416,SE_1416,hypothetical protein,SYNPCC7942_1364,conserved hypothetical protein,No COG annotation,A0A0H3JZH3,1402687,1403103,+,,
SYNPCC7942_RS06985,Synpcc7942_1365,SE_1417,SE_1417,"membrane protein, MarC family",SYNPCC7942_1365,Multiple antibiotic resistance (MarC)-related proteins,"Intracellular trafficking, secretion, and vesicular transport",Q31NH4,1403362,1404060,-,,
SYNPCC7942_RS06990,Synpcc7942_1366,SE_1418,menA,"2-carboxy-1,4-naphthoquinone phytyltransferase",menA,"1,4-dihydroxy-2-naphthoate phytyltransferase",Cell wall/membrane/envelope biogenesis,A0A0H3K009,1404292,1405203,-,,
SYNPCC7942_RS06995,Synpcc7942_1367,SE_1419,SE_1419,cytochrome P450,SYNPCC7942_1367,cytochrome P450,Energy production and conversion,A0A0H3K2K9,1405262,1406629,+,,
SYNPCC7942_RS07000,Synpcc7942_1368,SE_1420,SE_1420,SH3 domain-containing protein,SYNPCC7942_1368,conserved hypothetical protein,No COG annotation,A0A0H3JZ76,1406657,1406992,+,,
SYNPCC7942_RS07005,Synpcc7942_1369,SE_1421,recR,DNA replication and repair protein RecR,recR,recombination protein RecR,"Replication, recombination and repair",UPI00058431C6,1407235,1407837,+,,
SYNPCC7942_RS07010,Synpcc7942_1370,SE_1422,SE_1422,hypothetical protein,SYNPCC7942_1370,hypothetical protein,No COG annotation,UPI00003A0141,1407963,1408202,+,,
SYNPCC7942_RS07015,Synpcc7942_1371,SE_1423,corA,magnesium transporter,corA,magnesium and cobalt transport protein CorA,Inorganic ion transport and metabolism,Q31NG8,1408205,1409368,-,,
SYNPCC7942_RS14010,,SYNPCC7942_RS14010,SYNPCC7942_RS14010,SYNPCC7942_RS14010,SYNPCC7942_RS14010,SYNPCC7942_RS14010,No COG annotation,UPI000A68A942,1409391,1409561,-,,
SYNPCC7942_RS07020,Synpcc7942_1372,SE_1424,metH,methionine synthase (B12-dependent),metH,5-methyltetrahydrofolate--homocysteine methyltransferase,Coenzyme transport and metabolism,Q31NG7,1409560,1413132,+,,
SYNPCC7942_RS07025,Synpcc7942_1373,SE_1425,SE_1425,urease accessory protein,hupE,hydrogenase accessory protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K004,1413287,1413982,-,,
SYNPCC7942_RS07030,Synpcc7942_1374,SE_1426,rluA,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase,truD,tRNA pseudouridine synthase D,"Translation, ribosomal structure and biogenesis",A0A0H3K2K4,1414283,1415914,-,,
SYNPCC7942_RS07035,Synpcc7942_1375,SE_1427,SE_1427,NAD(P)H-dependent FMN reductase,SYNPCC7942_1375,conserved hypothetical protein,Function unknown,A0A0H3JZ72,1415985,1416506,-,,
SYNPCC7942_RS07040,,SE_1428,SE_1428,hypothetical protein,SYNPCC7942_RS07040,SYNPCC7942_RS07040,No COG annotation,UPI0012601AF4,1416706,1417296,-,,
SYNPCC7942_RS07045,Synpcc7942_1377,SE_1429,SE_1429,metal dependent phosphohydrolase,SYNPCC7942_1377,metal dependent phosphohydrolase,Transcription,A0A0H3K5D6,1417585,1419879,+,,
SYNPCC7942_RS07050,Synpcc7942_1378,SE_1430,SE_1430,lipid-A-disaccharide synthase,SYNPCC7942_1378,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0H3JZZ6,1419926,1421167,-,,
SYNPCC7942_RS07060,Synpcc7942_1379,SE_1432,accC,biotin carboxylase /acetyl-CoA carboxylase carboxyltransferase subunit alpha,accC,"acetyl-CoA carboxylase, biotin carboxylase",Lipid transport and metabolism,A0A0H3K2J9,1421475,1422836,+,,
SYNPCC7942_RS07065,Synpcc7942_1380,SE_1433,SE_1433,high affinity sulphate transporter 1,sulP,SulP domain protein,Inorganic ion transport and metabolism,A0A0H3JZ67,1422879,1424603,+,,
SYNPCC7942_RS07070,Synpcc7942_1381,SE_1434,SE_1434,"ATP-binding cassette, subfamily F, uup",SYNPCC7942_1381,ATP-binding component of ABC transporter,Function unknown,Q31NF8,1424685,1426610,+,,
SYNPCC7942_RS07075,,SE_1435,SE_1435,diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),SYNPCC7942_RS07075,SYNPCC7942_RS07075,Signal transduction mechanisms,UPI000585AC30,1427573,1429711,+,,
SYNPCC7942_RS07080,Synpcc7942_1383,SE_1436,ppa,inorganic pyrophosphatase,SYNPCC7942_1383,Inorganic diphosphatase,Energy production and conversion,A0A0H3K2I9,1429798,1430310,-,,
SYNPCC7942_RS07085,Synpcc7942_1384,SE_1437,SE_1437,Heat shock protein HslJ,SYNPCC7942_1384,conserved hypothetical protein,"Post-translational modification, protein turnover,and chaperones",UPI000F7E932B,1430567,1431283,+,,
SYNPCC7942_RS07090,Synpcc7942_1385,SE_1438,SE_1438,hypothetical protein,SYNPCC7942_1385,conserved hypothetical protein,Function unknown,UPI0012DC75B0,1431285,1431539,-,,
SYNPCC7942_RS07095,Synpcc7942_1386,SE_1439,SE_1439,"cob(I)yrinic acid a,c-diamide adenosyltransferase",SYNPCC7942_1386,probable adenosyltransferase,Coenzyme transport and metabolism,Q31NF3,1431627,1432760,-,,
SYNPCC7942_RS07100,Synpcc7942_1387,SE_1440,SE_1440,uncharacterized protein,SYNPCC7942_1387,conserved hypothetical protein,Function unknown,A0A0H3JZY5,1432853,1433680,+,,
SYNPCC7942_RS07105,Synpcc7942_1388,SE_1441,ecaA,carbonic anhydrase,ecaA,carbonic anhydrase,Inorganic ion transport and metabolism,A0A0H3K2I0,1433659,1434372,+,,
SYNPCC7942_RS07110,Synpcc7942_1389,SE_1442,psbAII,photosystem II P680 reaction center D1 protein,psbA2,photosystem II D1 protein,Energy production and conversion,P04997,1434538,1435620,-,,
SYNPCC7942_RS07115,Synpcc7942_1390,SE_1443,SE_1443,histidine triad (HIT) family protein,SYNPCC7942_1390,protein kinase C inhibitor,Nucleotide transport and metabolism,P32084,1435722,1436066,-,,
SYNPCC7942_RS07120,Synpcc7942_1391,SE_1444,comM,magnesium chelatase family protein,SYNPCC7942_1391,Mg chelatase-related protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3JZE4,1436154,1437692,+,,
SYNPCC7942_RS07125,Synpcc7942_1392,SE_1445,phoA,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-or 3'-nucleotidase, 5'-nucleotidase family",phoA,alkaline phosphatase,Nucleotide transport and metabolism,A0A0H3K5C2,1437916,1441983,-,,
SYNPCC7942_RS07130,Synpcc7942_1393,SE_1446,SE_1446,Acetoin utilization deacetylase AcuC,SYNPCC7942_1393,histone deacetylase/AcuC/AphA family protein-like,Chromatin structure and dynamics,Q31NE6,1442504,1443418,+,,
SYNPCC7942_RS07135,Synpcc7942_1394,SE_1447,SE_1447,"Predicted metalloprotease, contains C-terminal PDZ domain",SYNPCC7942_1394,PDZ/DHR/GLGF,Function unknown,A0A0H3K2H4,1443546,1445309,+,,
SYNPCC7942_RS07140,Synpcc7942_1395,SE_1448,SE_1448,hypothetical protein,SYNPCC7942_1395,conserved hypothetical protein,No COG annotation,A0A0H3JZ53,1445306,1445725,+,,
SYNPCC7942_RS07145,Synpcc7942_1396,SE_1449,SE_1449,hypothetical protein,SYNPCC7942_1396,conserved hypothetical protein,No COG annotation,A0A0H3JZD7,1445743,1446000,-,,
