locus_tag,old_locus_tag,marie_annot,marie_gene_name,marie_product,gene_name,cycbio_gene_product,old_gene_name,old_gene_product,COG,uniprot,operon,accession,start,stop,strand
SYNPCC7942_RS08925,Synpcc7942_1755,SE_1815,SE_1815,Na /proline symporter,SYNPCC7942_1755,conserved hypothetical protein,SYNPCC7942_RS08925,Na+:solute symporter,Inorganic ion transport and metabolism,UPI00003A0280,Op1306,NC_007604.1,1822494,1824275,-
SYNPCC7942_RS08930,,SE_1816,SE_1816,hypothetical protein,SYNPCC7942_RS08930,SYNPCC7942_RS08930,SYNPCC7942_RS08930,hypothetical protein,No COG annotation,A0A0H3K5Q8,Op1307,NC_007604.1,1824744,1824935,+
SYNPCC7942_RS14055,,SYNPCC7942_RS14055,SYNPCC7942_RS14055,SYNPCC7942_RS14055,SYNPCC7942_RS14055,SYNPCC7942_RS14055,SYNPCC7942_RS14055,hypothetical protein,No COG annotation,UPI00031FE645,Op1308,NC_007604.1,1824953,1825102,+
SYNPCC7942_RS08935,Synpcc7942_1758,SE_1817,SE_1817,23S rRNA m(2)A-2503 methyltransferase,SYNPCC7942_1758,conserved hypothetical protein,rlmN,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,"Translation, ribosomal structure and biogenesis",Q31MD1,Op1309,NC_007604.1,1825182,1826267,-
SYNPCC7942_RS14060,Synpcc7942_1759,SYNPCC7942_RS14060,SYNPCC7942_RS14060,SYNPCC7942_RS14060,SYNPCC7942_RS14060,SYNPCC7942_RS14060,SYNPCC7942_RS14060,hypothetical protein,Function unknown,UPI00003A0283,Op1310,NC_007604.1,1826249,1826419,-
SYNPCC7942_RS08945,Synpcc7942_1760,SE_1819,ald,L-alanine dehydrogenase,ald,alanine dehydrogenase,ald,alanine dehydrogenase,Energy production and conversion,Q31MC9,Op1311,NC_007604.1,1826528,1827619,+
SYNPCC7942_RS08950,Synpcc7942_1761,SE_1820,SE_1820,TolC family protein,SYNPCC7942_1761,conserved hypothetical protein,SYNPCC7942_RS08950,TolC family protein,Cell wall/membrane/envelope biogenesis,Q31MC8,Op1312,NC_007604.1,1827800,1829530,+
SYNPCC7942_RS08955,Synpcc7942_1762,SE_1821,SE_1821,MFS transporter,SYNPCC7942_1762,conserved hypothetical protein,SYNPCC7942_RS08955,BCD family MFS transporter,Carbohydrate transport and metabolism,Q31MC7,Op1313,NC_007604.1,1829577,1831028,+
SYNPCC7942_RS08960,Synpcc7942_1763,SE_1822,SE_1822,myo-inositol-1(or 4)-monophosphatase,SYNPCC7942_1763,inositol monophosphate family protein,SYNPCC7942_RS08960,inositol monophosphatase family protein,Carbohydrate transport and metabolism,A0A0H3K5Q3,Op1313,NC_007604.1,1831028,1831846,+
SYNPCC7942_RS08965,Synpcc7942_1764,SE_1823,SE_1823,MSMEG_0570 family protein,SYNPCC7942_1764,conserved hypothetical protein,SYNPCC7942_RS08965,MSMEG_0570 family nitrogen starvation response protein,Inorganic ion transport and metabolism,UPI0005861C2E,Op1313,NC_007604.1,1831928,1832230,+
SYNPCC7942_RS08970,,SE_1824,SE_1824,hypothetical protein,SYNPCC7942_RS08970,SYNPCC7942_RS08970,SYNPCC7942_RS08970,hypothetical protein,No COG annotation,UPI00003A0289,Op1314,NC_007604.1,1832303,1832806,-
SYNPCC7942_RS08975,Synpcc7942_1766,SE_1825,cydB,cytochrome bd plastoquinol oxidase subunit 2 apoprotein,cydB,"cytochrome d ubiquinol oxidase, subunit II",cydB,cytochrome d ubiquinol oxidase subunit II,Energy production and conversion,Q31MC3,Op1315,NC_007604.1,1832998,1834029,-
SYNPCC7942_RS08980,Synpcc7942_1767,SE_1826,cydA,cytochrome bd plastoquinol oxidase subunit 1 apoprotein,cydA,cytochrome d ubiquinol oxidase subunit I,SYNPCC7942_RS08980,cytochrome ubiquinol oxidase subunit I,Energy production and conversion,UPI00005E28B0,Op1316,NC_007604.1,1834078,1835490,-
SYNPCC7942_RS08985,Synpcc7942_1768,SE_1827,SE_1827,hypothetical protein,SYNPCC7942_1768,conserved hypothetical protein,SYNPCC7942_RS08985,hypothetical protein,No COG annotation,UPI0012DCF58A,Op1317,NC_007604.1,1835593,1836408,+
SYNPCC7942_RS08990,Synpcc7942_1769,SE_1828,SE_1828,hypothetical protein,SYNPCC7942_1769,conserved hypothetical protein,SYNPCC7942_RS08990,hypothetical protein,No COG annotation,A0A0H3K940,Op1317,NC_007604.1,1836408,1836794,+
SYNPCC7942_RS08995,Synpcc7942_1770,SE_1829,SE_1829,hypothetical protein,SYNPCC7942_1770,conserved hypothetical protein,SYNPCC7942_RS08995,hypothetical protein,No COG annotation,UPI00058616CF,Op1318,NC_007604.1,1836751,1837077,-
SYNPCC7942_RS09000,Synpcc7942_1771,SE_1830,ffh,signal recognition particle subunit FFH/SRP54 (srp54),ffh,signal recognition particle protein,SYNPCC7942_RS09000,signal recognition particle protein,"Intracellular trafficking, secretion, and vesicular transport",Q55311,Op1319,NC_007604.1,1837195,1838652,+
SYNPCC7942_RS09005,Synpcc7942_1772,SE_1831,rpsP,SSU ribosomal protein S16P,rpsP,30S ribosomal subunit protein S16,rpsP,30S ribosomal protein S16,"Translation, ribosomal structure and biogenesis",Q31MB7,Op1320,NC_007604.1,1838756,1839004,+
SYNPCC7942_RS09010,Synpcc7942_1773,SE_1832,SE_1832,KH domain-containing protein,SYNPCC7942_1773,hypothetical protein,SYNPCC7942_RS09010,KH domain-containing protein,Function unknown,Q31MB6,Op1320,NC_007604.1,1839008,1839325,+
SYNPCC7942_RS09015,Synpcc7942_1774,SE_1833,rpsU,SSU ribosomal protein S21P,rpsU,30S ribosomal subunit protein S21,SYNPCC7942_RS09015,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",Q31MB5,Op1321,NC_007604.1,1839385,1839558,+
SYNPCC7942_RS09020,Synpcc7942_1775,SE_1834,SE_1834,phosphate starvation-inducible protein PhoH,phoH,phosphate starvation-induced protein,SYNPCC7942_RS09020,PhoH family protein,Signal transduction mechanisms,A0A0H3K5P6,Op1322,NC_007604.1,1839685,1840650,+
SYNPCC7942_RS09025,Synpcc7942_1776,SE_1835,SE_1835,hypothetical protein,SYNPCC7942_1776,hypothetical protein,SYNPCC7942_RS09025,hypothetical protein,No COG annotation,Q31MB3,Op1323,NC_007604.1,1840742,1840999,+
SYNPCC7942_RS09030,Synpcc7942_1777,SE_1836,SE_1836,"Endonuclease NucS, RecB family",SYNPCC7942_1777,conserved hypothetical protein,SYNPCC7942_RS09030,hypothetical protein,"Replication, recombination and repair",A0A0H3K932,Op1324,NC_007604.1,1841045,1841998,+
SYNPCC7942_RS09035,Synpcc7942_1778,SE_1837,SE_1837,"Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family",SYNPCC7942_1778,conserved hypothetical protein,SYNPCC7942_RS09035,AarF/ABC1/UbiB kinase family protein,Function unknown,Q31MB1,Op1325,NC_007604.1,1842010,1843869,-
SYNPCC7942_RS09040,Synpcc7942_1779,SE_1838,recN,DNA repair protein RecN,recN,DNA repair protein RecN,recN,DNA repair protein RecN,"Replication, recombination and repair",UPI00005E28B2,Op1326,NC_007604.1,1843941,1845686,+
SYNPCC7942_RS09045,Synpcc7942_1780,SE_1839,mutL,DNA mismatch repair protein MutL,mutL,DNA mismatch repair protein MutL,mutL,DNA mismatch repair endonuclease MutL,"Replication, recombination and repair",A0A0H3KCI7,Op1327,NC_007604.1,1845760,1847385,+
SYNPCC7942_RS09050,Synpcc7942_1781,SE_1840,SE_1840,molybdopterin synthase subunit MoaD,SYNPCC7942_1781,conserved hypothetical protein,SYNPCC7942_RS09050,MoaD/ThiS family protein,Coenzyme transport and metabolism,A0A0H3K5P1,Op1328,NC_007604.1,1847468,1847743,-
SYNPCC7942_RS09055,Synpcc7942_1782,SE_1841,thrC,L-threonine synthase,thrC1,threonine synthase,SYNPCC7942_RS09055,threonine synthase,Coenzyme transport and metabolism,A0A0H3K926,Op1329,NC_007604.1,1847829,1849121,-
SYNPCC7942_RS09060,Synpcc7942_1783,SE_1842,SE_1842,UPF0182 family protein,SYNPCC7942_1783,conserved hypothetical protein,SYNPCC7942_RS09060,UPF0182 family protein,Function unknown,Q31MA6,Op1330,NC_007604.1,1849303,1852170,+
SYNPCC7942_RS09065,Synpcc7942_1784,SE_1843,sigF2,sigma-70 family RNA polymerase sigma factor,sigF2,group3 RNA polymerase sigma factor SigF,SYNPCC7942_RS09065,RNA polymerase sigma factor SigF,Transcription,A0A0H3K5F1,Op1331,NC_007604.1,1852484,1853311,+
SYNPCC7942_RS09070,Synpcc7942_1785,SE_1844,SE_1844,protein of unknown function (DUF4332),SYNPCC7942_1785,conserved hypothetical protein,SYNPCC7942_RS09070,DUF4332 domain-containing protein,Function unknown,UPI0012DC0971,Op1332,NC_007604.1,1853308,1853793,-
SYNPCC7942_RS09075,Synpcc7942_1786,SE_1845,ycf51,Protein of function (DUF2518),SYNPCC7942_1786,conserved hypothetical protein YCF51,SYNPCC7942_RS09075,Ycf51 family protein,Function unknown,A0A0H3KCI1,Op1332,NC_007604.1,1853723,1854250,-
SYNPCC7942_RS09080,Synpcc7942_1787,SE_1846,nifU,Modular FeS cluster scaffolding protein NifU,SYNPCC7942_1787,iron-sulfur cluster assembly protein,SYNPCC7942_RS09080,SUF system NifU family Fe-S cluster assembly protein,Energy production and conversion,A0A0H3K5N6,Op1332,NC_007604.1,1854247,1854729,-
SYNPCC7942_RS09085,Synpcc7942_1788,SE_1847,SE_1847,translocation and assembly module TamB,SYNPCC7942_1788,conserved hypothetical protein,SYNPCC7942_RS09085,translocation/assembly module TamB,Cell wall/membrane/envelope biogenesis,A0A0H3K919,Op1333,NC_007604.1,1855204,1859910,+
SYNPCC7942_RS09090,Synpcc7942_1789,SE_1848,dnaJ2,curved DNA-binding protein,dnaJ2,heat shock protein DnaJ-2,SYNPCC7942_RS09090,DnaJ domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K5E7,Op1334,NC_007604.1,1860032,1861012,+
SYNPCC7942_RS09095,Synpcc7942_1790,SE_1849,mbpA,DNA adenine methylase,dam,DNA adenine methylase,SYNPCC7942_RS09095,Dam family site-specific DNA-(adenine-N6)-methyltransferase,Coenzyme transport and metabolism,Q31M99,Op1334,NC_007604.1,1861019,1861810,+
SYNPCC7942_RS09100,Synpcc7942_1791,SE_1850,SE_1850,"Glucose/arabinose dehydrogenase, beta-propeller fold",SYNPCC7942_1791,conserved hypothetical protein,SYNPCC7942_RS09100,PQQ-dependent sugar dehydrogenase,Carbohydrate transport and metabolism,A0A0H3KCH5,Op1335,NC_007604.1,1861831,1863066,-
SYNPCC7942_RS09105,Synpcc7942_1792,SE_1851,hemB,porphobilinogen synthase,hemB,porphobilinogen synthase,hemB,porphobilinogen synthase,Coenzyme transport and metabolism,A0A0H3K5N2,Op1336,NC_007604.1,1863290,1864270,+
SYNPCC7942_RS09110,Synpcc7942_1793,SE_1852,trxA,thioredoxin,trx2,thioredoxin,trxA,thioredoxin,"Post-translational modification, protein turnover,and chaperones",Q31M96,Op1337,NC_007604.1,1864440,1864763,+
SYNPCC7942_RS09115,Synpcc7942_1794,SE_1853,SE_1853,Aspartate/methionine/tyrosine aminotransferase,SYNPCC7942_1794,transaminase,SYNPCC7942_RS09115,LL-diaminopimelate aminotransferase,Amino acid transport and metabolism,Q31M95,Op1337,NC_007604.1,1864768,1865946,+
SYNPCC7942_RS09120,Synpcc7942_1795,SE_1854,smpB,SsrA-binding protein,smpB,SsrA-binding protein,smpB,SsrA-binding protein SmpB,"Translation, ribosomal structure and biogenesis",Q31M94,Op1338,NC_007604.1,1865979,1866443,-
SYNPCC7942_RS09125,Synpcc7942_1796,SE_1855,SE_1855,"Uncharacterized conserved protein YciI, containsa putative active-site phosphohistidine",SYNPCC7942_1796,conserved hypothetical protein,SYNPCC7942_RS09125,hypothetical protein,Function unknown,A0A0H3K509,Op1338,NC_007604.1,1866456,1866749,-
SYNPCC7942_RS09130,Synpcc7942_1797,SE_1856,SE_1856,hypothetical protein,SYNPCC7942_1797,conserved hypothetical protein,SYNPCC7942_RS09130,hypothetical protein,"Replication, recombination and repair",Q31M92,Op1339,NC_007604.1,1866873,1867376,+
SYNPCC7942_RS09135,Synpcc7942_1798,SE_1857,SE_1857,hypothetical protein,SYNPCC7942_1798,conserved hypothetical protein,SYNPCC7942_RS09135,hypothetical protein,No COG annotation,A0A0H3K5M8,Op1340,NC_007604.1,1867864,1868490,+
SYNPCC7942_RS09140,Synpcc7942_1799,SE_1858,hypE,"Hydrogenase maturation protein, carbamoyl dehydratase HypE",hypE,Hydrogenase expression or formation protein HypE,hypE,hydrogenase expression/formation protein HypE,"Post-translational modification, protein turnover,and chaperones",Q31M90,Op1341,NC_007604.1,1868940,1869971,+
SYNPCC7942_RS09145,Synpcc7942_1800,SE_1859,SE_1859,LTXXQ motif family protein,SYNPCC7942_1800,conserved hypothetical protein,SYNPCC7942_RS09145,Spy/CpxP family protein refolding chaperone,Cell motility,UPI00003A02AB,Op1342,NC_007604.1,1870006,1870455,+
SYNPCC7942_RS09150,Synpcc7942_1801,SE_1860,SE_1860,Pimeloyl-ACP methyl ester carboxylesterase,SYNPCC7942_1801,conserved hypothetical protein,SYNPCC7942_RS09150,alpha/beta fold hydrolase,Function unknown,A0A0H3K504,Op1343,NC_007604.1,1870692,1871408,+
SYNPCC7942_RS09155,Synpcc7942_1802,SE_1861,SE_1861,Protein of unknown function (DUF3685),SYNPCC7942_1802,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS09155,DUF3685 domain-containing protein,Transcription,A0A0H3KCG4,Op1344,NC_007604.1,1871523,1873145,-
SYNPCC7942_RS09160,Synpcc7942_1803,SE_1862,SE_1862,"Fur family transcriptional regulator, ferric uptake regulator",SYNPCC7942_1803,"putative ferric uptake regulator, FUR family",SYNPCC7942_RS09160,transcriptional repressor,Inorganic ion transport and metabolism,A0A0H3K5M4,Op1345,NC_007604.1,1873351,1873782,-
SYNPCC7942_RS09165,Synpcc7942_1804,SE_1863,SE_1863,hypothetical protein,SYNPCC7942_1804,conserved hypothetical protein,SYNPCC7942_RS09165,hypothetical protein,No COG annotation,A0A0H3K8Z6,Op1346,NC_007604.1,1873843,1874406,-
SYNPCC7942_RS09170,Synpcc7942_1805,SE_1864,hetI,4'-phosphopantetheinyl transferase,hetI,HetI protein-like,SYNPCC7942_RS09170,4'-phosphopantetheinyl transferase superfamily protein,Coenzyme transport and metabolism,A0A0H3K5D2,Op1347,NC_007604.1,1874474,1875253,-
SYNPCC7942_RS09175,Synpcc7942_1806,SE_1865,prxQ-A2,peroxiredoxin Q/BCP,prxQ-A2,peroxiredoxin PrxQ-A2,SYNPCC7942_RS09175,thioredoxin-dependent thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A0H3K500,Op1348,NC_007604.1,1875268,1875741,+
SYNPCC7942_RS09180,Synpcc7942_1807,SE_1866,mutT,ADP-ribose pyrophosphatase/8-oxo-dGTP diphosphatase,SYNPCC7942_1807,mutator MutT-like,SYNPCC7942_RS09180,NUDIX hydrolase,Nucleotide transport and metabolism,A0A0H3KCF7,Op1349,NC_007604.1,1875797,1876243,+
SYNPCC7942_RS09185,Synpcc7942_1808,SE_1867,SE_1867,type III pantothenate kinase,coaX,Type III pantothenate kinase,SYNPCC7942_RS09185,pantothenate kinase,Nucleotide transport and metabolism,Q31M81,Op1350,NC_007604.1,1876216,1876959,-
SYNPCC7942_RS09190,Synpcc7942_1809,SE_1868,dfa1,Flavorubredoxin,SYNPCC7942_1809,flavoprotein,SYNPCC7942_RS09190,diflavin flavoprotein,Energy production and conversion,Q31M80,Op1351,NC_007604.1,1877025,1878740,+
SYNPCC7942_RS09195,Synpcc7942_1810,SE_1869,dfa3,Flavorubredoxin,SYNPCC7942_1810,flavoprotein,SYNPCC7942_RS09195,diflavin flavoprotein,Energy production and conversion,Q31M79,Op1352,NC_007604.1,1878956,1880710,+
SYNPCC7942_RS09200,Synpcc7942_1811,SE_1870,SE_1870,PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein,SYNPCC7942_1811,diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,SYNPCC7942_RS09200,PAS domain S-box protein,Signal transduction mechanisms,Q31M78,Op1353,NC_007604.1,1880981,1884094,+
SYNPCC7942_RS14065,Synpcc7942_1812,SYNPCC7942_RS14065,SYNPCC7942_RS14065,SYNPCC7942_RS14065,SYNPCC7942_RS14065,SYNPCC7942_RS14065,SYNPCC7942_RS14065,hypothetical protein,No COG annotation,UPI000AC1BF87,Op1354,NC_007604.1,1884096,1884326,-
SYNPCC7942_RS09205,Synpcc7942_1813,SE_1872,htpG,molecular chaperone HtpG,htpG,HtpG,htpG,molecular chaperone HtpG,"Post-translational modification, protein turnover,and chaperones",A0A0H3K4Z5,Op1355,NC_007604.1,1884434,1886350,-
SYNPCC7942_RS09210,Synpcc7942_1814,SE_1873,SE_1873,cyclic nucleotide-binding domain-containing protein,SYNPCC7942_1814,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS09210,cyclic nucleotide-binding domain-containing protein,Signal transduction mechanisms,UPI0012DC8F09,Op1356,NC_007604.1,1886477,1887277,-
SYNPCC7942_RS09215,Synpcc7942_1815,SE_1874,SE_1874,His Kinase A (phospho-acceptor) domain-containing protein,SYNPCC7942_1815,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS09215,response regulator,Signal transduction mechanisms,Q31M74,Op1356,NC_007604.1,1887216,1888451,-
SYNPCC7942_RS09220,Synpcc7942_1816,SE_1875,ltnB,Signal transduction histidine kinase,ltnB,periplasmic sensor hybrid histidine kinase,SYNPCC7942_RS09220,Cache 3/Cache 2 fusion domain-containing protein,Signal transduction mechanisms,UPI0012DCA31C,Op1356,NC_007604.1,1888444,1891281,-
SYNPCC7942_RS09225,Synpcc7942_1817,SE_1876,ltnA,Response regulator receiver domain-containing protein,ltnA,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS09225,response regulator,Signal transduction mechanisms,Q31M72,Op1357,NC_007604.1,1891423,1891788,-
SYNPCC7942_RS09230,Synpcc7942_1818,SE_1877,SE_1877,hypothetical protein,SYNPCC7942_1818,conserved hypothetical protein,SYNPCC7942_RS09230,hypothetical protein,No COG annotation,A0A0H3K4Y9,Op1358,NC_007604.1,1891891,1892208,-
SYNPCC7942_RS09235,Synpcc7942_1819,SE_1878,SE_1878,dihydrofolate reductase,SYNPCC7942_1819,conserved hypothetical protein,SYNPCC7942_RS09235,dihydrofolate reductase,Coenzyme transport and metabolism,A0A0H3KCE6,Op1359,NC_007604.1,1892346,1892930,+
SYNPCC7942_RS09240,Synpcc7942_1820,SE_1879,SE_1879,membrane protein,SYNPCC7942_1820,conserved hypothetical protein,SYNPCC7942_RS09240,US12 family protein,Function unknown,Q31M69,Op1360,NC_007604.1,1893007,1893735,-
SYNPCC7942_RS09245,Synpcc7942_1821,SE_1880,SE_1880,Tetratricopeptide repeat-containing protein,SYNPCC7942_1821,conserved hypothetical protein,SYNPCC7942_RS09245,tetratricopeptide repeat protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K8X6,Op1361,NC_007604.1,1893904,1894263,+
SYNPCC7942_RS09250,Synpcc7942_1823,SE_1881,nblB,HEAT repeat-containing protein,nblB,phycobilisome degradation protein NblB,SYNPCC7942_RS09250,HEAT repeat domain-containing protein,Energy production and conversion,Q9Z3G5,Op1362,NC_007604.1,1894500,1895159,-
SYNPCC7942_RS09255,Synpcc7942_1824,SE_1882,SE_1882,CBS domain-containing protein,SYNPCC7942_1824,CBS-domain protein,SYNPCC7942_RS09255,CBS domain-containing protein,Function unknown,A0A0H3KCE1,Op1362,NC_007604.1,1895166,1895630,-
SYNPCC7942_RS09260,Synpcc7942_1825,SE_1883,PgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,Lipid transport and metabolism,UPI000585BF05,Op1363,NC_007604.1,1895716,1896225,+
SYNPCC7942_RS09265,Synpcc7942_1826,SE_1884,SE_1884,NAD-dependent epimerase/dehydratase family protein,SYNPCC7942_1826,mRNA-binding protein,SYNPCC7942_RS09265,NAD-dependent epimerase/dehydratase family protein,Carbohydrate transport and metabolism,A0A0H3K8X4,Op1364,NC_007604.1,1896222,1897163,-
SYNPCC7942_RS09270,Synpcc7942_1827,SE_1885,SE_1885,hypothetical protein,SYNPCC7942_1827,conserved hypothetical protein,SYNPCC7942_RS09270,hypothetical protein,No COG annotation,Q31M62,Op1365,NC_007604.1,1897287,1897913,+
SYNPCC7942_RS09275,Synpcc7942_1828,SE_1886,SE_1886,tryptophan-rich conserved hypothetical protein,SYNPCC7942_1828,conserved hypothetical protein,SYNPCC7942_RS09275,TIGR02450 family Trp-rich protein,Function unknown,A0A0H3K4X8,Op1365,NC_007604.1,1897914,1898171,+
SYNPCC7942_RS09280,Synpcc7942_1829,SE_1887,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)m ethylideneamino] imidazole-4-carboxamide isomerase,hisA,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,Amino acid transport and metabolism,Q5MZR5,Op1365,NC_007604.1,1898205,1898975,+
SYNPCC7942_RS09285,Synpcc7942_1830,SE_1888,trxA,thioredoxin,trx1,thioredoxin 1,trxA,thioredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0H3KCD5,Op1366,NC_007604.1,1899227,1899550,-
SYNPCC7942_RS09290,Synpcc7942_1831,SE_1889,guaB,IMP dehydrogenase,guaB,inosine-5'-monophosphate dehydrogenase,SYNPCC7942_RS09290,GuaB3 family IMP dehydrogenase-related protein,Energy production and conversion,A0A0H3K5K2,Op1367,NC_007604.1,1899856,1901019,-
SYNPCC7942_RS09295,Synpcc7942_1832,SE_1890,SE_1890,aminoacyl-tRNA synthetase CAAD domain-containing protein,SYNPCC7942_1832,conserved hypothetical protein,SYNPCC7942_RS09295,CAAD domain-containing protein,Function unknown,A0A0H3K8X0,Op1368,NC_007604.1,1901152,1901601,-
SYNPCC7942_RS09300,Synpcc7942_1833,SE_1891,SE_1891,chromosome partitioning protein,SYNPCC7942_1833,conserved hypothetical protein,SYNPCC7942_RS09300,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",A0A0H3K5A7,Op1369,NC_007604.1,1901772,1902530,+
SYNPCC7942_RS09305,Synpcc7942_1834,SE_1892,SE_1892,hypothetical protein,SYNPCC7942_1834,conserved hypothetical protein,SYNPCC7942_RS09305,hypothetical protein,No COG annotation,A0A0H3K4X1,Op1369,NC_007604.1,1902530,1902988,+
SYNPCC7942_RS09310,Synpcc7942_1835,SE_1893,SE_1893,"Membrane associated serine protease, rhomboid family",SYNPCC7942_1835,conserved hypothetical protein,SYNPCC7942_RS09310,rhomboid family intramembrane serine protease,Function unknown,Q8GJM7,Op1370,NC_007604.1,1903031,1903657,+
