locus_tag,old_locus_tag,gene_name,cycbio_gene_name,cycbio_gene_product,gene_product,COG,uniprot,start,end,strand
SYNPCC7942_RS06650,Synpcc7942_1300,SYNPCC7942_RS06650,SYNPCC7942_1300,conserved hypothetical protein,5-formyltetrahydrofolate cyclo-ligase,Coenzyme transport and metabolism,A0A0H3K5K4,1328093,1328662,+
SYNPCC7942_RS06655,Synpcc7942_1301,SYNPCC7942_RS06655,recQ,"ATP-dependent DNA helicase, RecQ family",ATP-dependent DNA helicase RecQ,"Replication, recombination and repair",A0A0H3K071,1328720,1330141,+
SYNPCC7942_RS06660,Synpcc7942_1302,SYNPCC7942_RS06660,SYNPCC7942_1302,conserved hypothetical protein,universal stress protein,Signal transduction mechanisms,Q31NN7,1330250,1330726,+
SYNPCC7942_RS06665,Synpcc7942_1303,SYNPCC7942_RS06665,SYNPCC7942_1303,conserved hypothetical protein,hypothetical protein,Transcription,A0A0H3JZE9,1330752,1331150,-
SYNPCC7942_RS06670,Synpcc7942_1304,SYNPCC7942_RS06670,SYNPCC7942_1304,conserved hypothetical protein,hypothetical protein,Cell wall/membrane/envelope biogenesis,UPI00005E2873,1331160,1331732,-
SYNPCC7942_RS06675,Synpcc7942_1305,SYNPCC7942_RS06675,SYNPCC7942_1305,ATPase,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q31NN4,1331834,1333444,-
SYNPCC7942_RS06680,Synpcc7942_1306,SYNPCC7942_RS06680,SYNPCC7942_1306,conserved hypothetical protein,DUF3172 domain-containing protein,Function unknown,A0A0H3K063,1333522,1334082,-
SYNPCC7942_RS06685,Synpcc7942_1307,SYNPCC7942_RS06685,SYNPCC7942_1307,putative ABC-2 type transport system permease protein,ABC transporter permease,Defense mechanisms,A0A0H3K2S1,1334181,1334996,+
SYNPCC7942_RS06690,Synpcc7942_1308,trpS,trpS,tryptophanyl-tRNA synthetase,tryptophan--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0H3JZE3,1335063,1336076,+
SYNPCC7942_RS06695,Synpcc7942_1309,SYNPCC7942_RS06695,SYNPCC7942_1309,methylenetetrahydrofolate reductase,methylenetetrahydrofolate reductase,Energy production and conversion,UPI00000BC50D,1336073,1337005,+
SYNPCC7942_RS06700,Synpcc7942_1310,SYNPCC7942_RS06700,cmpR,CmpR transcriptional regulator,HTH-type transcriptional activator CmpR,Transcription,Q5N5I5,1337076,1338047,+
SYNPCC7942_RS06705,Synpcc7942_1311,SYNPCC7942_RS06705,SYNPCC7942_1311,conserved hypothetical protein,helix-turn-helix domain-containing protein,"Replication, recombination and repair",UPI000049BB44,1338222,1338596,-
SYNPCC7942_RS06710,Synpcc7942_1312,SYNPCC7942_RS06710,SYNPCC7942_1312,ATPase,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q31NM7,1338656,1340458,-
SYNPCC7942_RS06715,Synpcc7942_1313,aspS,aspS,aspartyl-tRNA synthetase,aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q31NM6,1340634,1342433,+
SYNPCC7942_RS06720,Synpcc7942_1314,hflB,ftsH4,ATP-dependent metalloprotease FtsH,ATP-dependent zinc metalloprotease FtsH,"Post-translational modification, protein turnover,and chaperones",Q31NM5,1342534,1344405,-
SYNPCC7942_RS06725,Synpcc7942_1315,trmFO,gid,gid protein,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO,"Translation, ribosomal structure and biogenesis",Q31NM4,1344583,1345983,-
SYNPCC7942_RS06730,Synpcc7942_1316,SYNPCC7942_RS06730,mntC1,Mn transporter MntC,zinc ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Q31NM3,1346077,1347114,-
SYNPCC7942_RS06735,Synpcc7942_1317,SYNPCC7942_RS06735,mntA1,ATPase,metal ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q31NM2,1347173,1347910,+
SYNPCC7942_RS06740,Synpcc7942_1318,SYNPCC7942_RS06740,mntB1,manganese transport system membrane protein MntB,metal ABC transporter permease,Inorganic ion transport and metabolism,A0A0H3K5I5,1347917,1348768,+
SYNPCC7942_RS06745,Synpcc7942_1319,pyrR,pyrR,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,Nucleotide transport and metabolism,A0A0H3K051,1348834,1349373,+
SYNPCC7942_RS06750,Synpcc7942_1320,SYNPCC7942_RS06750,SYNPCC7942_1320,conserved hypothetical protein,CHAD domain-containing protein,Function unknown,A0A0H3K2Q8,1349340,1350296,-
SYNPCC7942_RS06755,Synpcc7942_1321,SYNPCC7942_RS06755,SYNPCC7942_1321,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31NL8,1350414,1351433,-
SYNPCC7942_RS06760,Synpcc7942_1322,SYNPCC7942_RS06760,psaE,PsaE,photosystem I reaction center subunit IV,Function unknown,P23077,1351613,1351840,+
SYNPCC7942_RS06765,Synpcc7942_1323,SYNPCC7942_RS06765,mutM,formamidopyrimidine-DNA glycosylase,DNA-formamidopyrimidine glycosylase,"Replication, recombination and repair",Q08079,1351949,1352797,+
SYNPCC7942_RS06770,Synpcc7942_1324,SYNPCC7942_RS06770,SYNPCC7942_1324,"DNA/RNA helicase, DEAD/DEAH box type",DEAD/DEAH box helicase,"Replication, recombination and repair",Q31NL5,1352829,1355588,-
SYNPCC7942_RS06775,Synpcc7942_1325,dnaB,DnaB,replicative DNA helicase,replicative DNA helicase,"Replication, recombination and repair",UPI00003A0114,1355787,1357151,+
SYNPCC7942_RS06780,Synpcc7942_1326,mfd,mfd,transcription-repair coupling factor,transcription-repair coupling factor,"Replication, recombination and repair",Q31NL3,1357232,1360693,+
SYNPCC7942_RS06785,Synpcc7942_1327,SYNPCC7942_RS06785,SYNPCC7942_1327,hypothetical protein,hypothetical protein,No COG annotation,Q31NL2,1360808,1361101,+
SYNPCC7942_RS06790,Synpcc7942_1328,SYNPCC7942_RS06790,SYNPCC7942_1328,conserved hypothetical protein,DUF1622 domain-containing protein,Function unknown,A0A0H3K2Q0,1361167,1361559,+
SYNPCC7942_RS06795,Synpcc7942_1329,SYNPCC7942_RS06795,SYNPCC7942_1329,conserved hypothetical protein,TPM domain-containing protein,Function unknown,Q31NL0,1361879,1362505,+
SYNPCC7942_RS06800,Synpcc7942_1330,SYNPCC7942_RS06800,SYNPCC7942_1330,conserved hypothetical protein,methyltransferase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q31NK9,1362508,1363164,+
SYNPCC7942_RS06805,Synpcc7942_1331,SYNPCC7942_RS06805,SYNPCC7942_1331,CAB/ELIP/HLIP superfamily protein,hypothetical protein,Function unknown,A0A0H3K5H6,1363290,1363466,+
SYNPCC7942_RS06810,Synpcc7942_1332,SYNPCC7942_RS06810,SYNPCC7942_1332,conserved hypothetical protein,7-carboxy-7-deazaguanine synthase QueE,Coenzyme transport and metabolism,A0A0H3K039,1363471,1364091,+
SYNPCC7942_RS06815,Synpcc7942_1333,queC,queC,Queuosine biosynthesis protein,7-cyano-7-deazaguanine synthase QueC,Nucleotide transport and metabolism,Q31NK6,1364091,1364786,+
SYNPCC7942_RS06820,Synpcc7942_1334,pabB,pabB,"para-aminobenzoate synthase, component I",aminodeoxychorismate synthase component I,Amino acid transport and metabolism,Q31NK5,1364783,1366180,+
SYNPCC7942_RS06825,Synpcc7942_1335,SYNPCC7942_RS06825,pabC,probable branched-chain amino acid aminotransferase,aminotransferase class IV family protein,Amino acid transport and metabolism,A0A0H3JZB6,1366177,1366971,+
SYNPCC7942_RS06830,Synpcc7942_1336,SYNPCC7942_RS06830,SYNPCC7942_1336,conserved hypothetical protein,TIGR03032 family protein,Function unknown,Q31NK3,1367261,1368343,+
SYNPCC7942_RS06835,Synpcc7942_1337,SYNPCC7942_RS06835,SYNPCC7942_RS06835,SYNPCC7942_RS06835,FG-GAP repeat protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0012DCEF72,1368405,1372715,+
SYNPCC7942_RS06840,Synpcc7942_1338,SYNPCC7942_RS06840,SYNPCC7942_1338,conserved hypothetical protein,DUF3747 domain-containing protein,Energy production and conversion,UPI00005E2876,1372863,1373645,-
SYNPCC7942_RS06845,Synpcc7942_1339,SYNPCC7942_RS06845,SYNPCC7942_1339,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3JZB1,1373779,1373973,-
SYNPCC7942_RS06850,Synpcc7942_1340,def,def,Peptide deformylase,peptide deformylase,"Translation, ribosomal structure and biogenesis",A0A0H3JZJ4,1374061,1374639,-
SYNPCC7942_RS06855,Synpcc7942_1341,SYNPCC7942_RS06855,SYNPCC7942_1341,conserved hypothetical protein,AI-2E family transporter,Function unknown,Q31NJ8,1374756,1375841,+
SYNPCC7942_RS06860,Synpcc7942_1342,gmd,rfbD,"GDP-mannose 4,6-dehydratase",GDP-mannose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,Q31NJ7,1375911,1377002,+
SYNPCC7942_RS06865,Synpcc7942_1343,nuoH,ndhA,NADH dehydrogenase subunit 1,NADH-quinone oxidoreductase subunit NuoH,Energy production and conversion,Q31NJ6,1377217,1378335,+
SYNPCC7942_RS06870,Synpcc7942_1344,ndhI,ndhI,"NADH-plastoquinone oxidoreductase, I subunit NADH-quinone oxidoreductase, chain I",NAD(P)H-quinone oxidoreductase subunit I,Energy production and conversion,Q31NJ5,1378378,1378986,+
SYNPCC7942_RS06875,Synpcc7942_1345,SYNPCC7942_RS06875,ndhG,NADH dehydrogenase subunit 6,NADH-quinone oxidoreductase subunit J,Energy production and conversion,Q31NJ4,1378990,1379595,+
SYNPCC7942_RS06880,Synpcc7942_1346,nuoK,ndhE,NADH dehydrogenase subunit 4L,NADH-quinone oxidoreductase subunit NuoK,Energy production and conversion,A0A0H3JZA5,1379614,1379925,+
SYNPCC7942_RS06885,Synpcc7942_1347,SYNPCC7942_RS06885,SYNPCC7942_1347,2-hydroxyacid dehydrogenase-like,2-hydroxyacid dehydrogenase,Energy production and conversion,A0A0H3JZI9,1380019,1381014,-
SYNPCC7942_RS06890,Synpcc7942_1348,SYNPCC7942_RS06890,SYNPCC7942_1348,hypothetical protein,hypothetical protein,No COG annotation,Q31NJ1,1381032,1381331,-
SYNPCC7942_RS06895,Synpcc7942_1349,SYNPCC7942_RS06895,SYNPCC7942_1349,conserved hypothetical protein,alpha/beta fold hydrolase,Function unknown,A0A0H3K5G2,1381367,1382053,-
SYNPCC7942_RS06900,,patD,SYNPCC7942_RS06900,SYNPCC7942_RS06900,heterocyst frequency control protein PatD,No COG annotation,UPI0012DBF04D,1382050,1382382,-
SYNPCC7942_RS06905,Synpcc7942_1351,SYNPCC7942_RS06905,SYNPCC7942_1351,"HAD-superfamily hydrolase subfamily IA, variant 3",HAD-IA family hydrolase,Function unknown,UPI00003A012E,1382386,1383078,-
SYNPCC7942_RS06910,Synpcc7942_1352,acs,acsA,Acetate--CoA ligase,acetate--CoA ligase,Coenzyme transport and metabolism,A0A0H3K2M6,1383192,1385162,+
SYNPCC7942_RS06915,Synpcc7942_1353,SYNPCC7942_RS06915,SYNPCC7942_1353,conserved hypothetical protein,DUF3120 domain-containing protein,Function unknown,A0A0H3JZ97,1385412,1386080,+
SYNPCC7942_RS06920,Synpcc7942_1354,SYNPCC7942_RS06920,SYNPCC7942_1354,putative export protein,MFS transporter,Amino acid transport and metabolism,A0A0H3JZI3,1386587,1388083,+
SYNPCC7942_RS06925,Synpcc7942_1355,SYNPCC7942_RS06925,SYNPCC7942_1355,Two-component response regulator,EAL domain-containing protein,Signal transduction mechanisms,A0A0H3K5F9,1388109,1390898,-
SYNPCC7942_RS06930,Synpcc7942_1356,SYNPCC7942_RS06930,SYNPCC7942_1356,response regulator receiver domain protein (CheY-like),response regulator,Signal transduction mechanisms,A0A0H3K018,1390895,1391350,-
SYNPCC7942_RS06935,,SYNPCC7942_RS06935,SYNPCC7942_RS06935,SYNPCC7942_RS06935,PAS domain S-box protein,Signal transduction mechanisms,UPI00003A0134,1391347,1395309,-
SYNPCC7942_RS06940,Synpcc7942_1358,SYNPCC7942_RS06940,SYNPCC7942_1358,conserved hypothetical protein,SWIM zinc finger family protein,Function unknown,Q31NI1,1397087,1397878,-
SYNPCC7942_RS06950,Synpcc7942_1359,SYNPCC7942_RS06950,SYNPCC7942_RS06950,SYNPCC7942_RS06950,Coenzyme F420 hydrogenase/dehydrogenase%2C beta subunit C-terminal domain,Energy production and conversion,A0A0H3K5F3,1398294,1399499,-
SYNPCC7942_RS06955,Synpcc7942_1360,SYNPCC7942_RS06955,SYNPCC7942_1360,cell envelope-related function transcriptional attenuator common domain,LCP family protein,Transcription,A0A0H3K014,1399742,1401052,+
SYNPCC7942_RS06960,Synpcc7942_1361,SYNPCC7942_RS06960,SYNPCC7942_1361,conserved hypothetical protein,pentapeptide repeat-containing protein,Function unknown,A0A0H3K2L4,1401085,1401588,+
SYNPCC7942_RS06965,Synpcc7942_1362,SYNPCC7942_RS06965,SYNPCC7942_1362,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3JZ83,1401672,1402157,+
SYNPCC7942_RS06970,,SYNPCC7942_RS06970,SYNPCC7942_RS06970,SYNPCC7942_RS06970,hypothetical protein,No COG annotation,UPI00003A013A,1402440,1402640,+
SYNPCC7942_RS06975,Synpcc7942_1364,SYNPCC7942_RS06975,SYNPCC7942_1364,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3JZH3,1402687,1403103,+
SYNPCC7942_RS06985,Synpcc7942_1365,SYNPCC7942_RS06985,SYNPCC7942_1365,Multiple antibiotic resistance (MarC)-related proteins,NAAT family transporter,"Intracellular trafficking, secretion, and vesicular transport",Q31NH4,1403362,1404060,-
SYNPCC7942_RS06990,Synpcc7942_1366,SYNPCC7942_RS06990,menA,"1,4-dihydroxy-2-naphthoate phytyltransferase",2-carboxy-1%2C4-naphthoquinone phytyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3K009,1404292,1405203,-
SYNPCC7942_RS06995,Synpcc7942_1367,SYNPCC7942_RS06995,SYNPCC7942_1367,cytochrome P450,cytochrome P450,Energy production and conversion,A0A0H3K2K9,1405262,1406629,+
SYNPCC7942_RS07000,Synpcc7942_1368,SYNPCC7942_RS07000,SYNPCC7942_1368,conserved hypothetical protein,SH3 domain-containing protein,No COG annotation,A0A0H3JZ76,1406657,1406992,+
SYNPCC7942_RS07005,Synpcc7942_1369,recR,recR,recombination protein RecR,recombination protein RecR,"Replication, recombination and repair",UPI00058431C6,1407235,1407837,+
SYNPCC7942_RS07010,Synpcc7942_1370,SYNPCC7942_RS07010,SYNPCC7942_1370,hypothetical protein,hypothetical protein,No COG annotation,UPI00003A0141,1407963,1408202,+
SYNPCC7942_RS07015,Synpcc7942_1371,corA,corA,magnesium and cobalt transport protein CorA,magnesium/cobalt transporter CorA,Inorganic ion transport and metabolism,Q31NG8,1408205,1409368,-
SYNPCC7942_RS14010,,SYNPCC7942_RS14010,SYNPCC7942_RS14010,SYNPCC7942_RS14010,hypothetical protein,No COG annotation,UPI000A68A942,1409391,1409561,-
SYNPCC7942_RS07020,Synpcc7942_1372,metH,metH,5-methyltetrahydrofolate--homocysteine methyltransferase,methionine synthase,Coenzyme transport and metabolism,Q31NG7,1409560,1413132,+
SYNPCC7942_RS07025,Synpcc7942_1373,SYNPCC7942_RS07025,hupE,hydrogenase accessory protein,HupE/UreJ family protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K004,1413287,1413982,-
SYNPCC7942_RS07030,Synpcc7942_1374,SYNPCC7942_RS07030,truD,tRNA pseudouridine synthase D,RluA family pseudouridine synthase,"Translation, ribosomal structure and biogenesis",A0A0H3K2K4,1414283,1415914,-
SYNPCC7942_RS07035,Synpcc7942_1375,SYNPCC7942_RS07035,SYNPCC7942_1375,conserved hypothetical protein,NAD(P)H-dependent oxidoreductase,Function unknown,A0A0H3JZ72,1415985,1416506,-
SYNPCC7942_RS07040,,SYNPCC7942_RS07040,SYNPCC7942_RS07040,SYNPCC7942_RS07040,hypothetical protein,No COG annotation,UPI0012601AF4,1416706,1417296,-
SYNPCC7942_RS07045,Synpcc7942_1377,SYNPCC7942_RS07045,SYNPCC7942_1377,metal dependent phosphohydrolase,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,Transcription,A0A0H3K5D6,1417585,1419879,+
SYNPCC7942_RS07050,Synpcc7942_1378,SYNPCC7942_RS07050,SYNPCC7942_1378,conserved hypothetical protein,hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0H3JZZ6,1419926,1421167,-
SYNPCC7942_RS07060,Synpcc7942_1379,accC,accC,"acetyl-CoA carboxylase, biotin carboxylase",acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,A0A0H3K2J9,1421475,1422836,+
SYNPCC7942_RS07065,Synpcc7942_1380,sulP,sulP,SulP domain protein,solute carrier family 26 protein,Inorganic ion transport and metabolism,A0A0H3JZ67,1422879,1424603,+
SYNPCC7942_RS07070,Synpcc7942_1381,SYNPCC7942_RS07070,SYNPCC7942_1381,ATP-binding component of ABC transporter,ABC-F family ATP-binding cassette domain-containing protein,Function unknown,Q31NF8,1424685,1426610,+
SYNPCC7942_RS07075,,SYNPCC7942_RS07075,SYNPCC7942_RS07075,SYNPCC7942_RS07075,EAL domain-containing protein,Signal transduction mechanisms,UPI000585AC30,1427573,1429711,+
SYNPCC7942_RS07080,Synpcc7942_1383,SYNPCC7942_RS07080,SYNPCC7942_1383,Inorganic diphosphatase,inorganic diphosphatase,Energy production and conversion,A0A0H3K2I9,1429798,1430310,-
SYNPCC7942_RS07085,Synpcc7942_1384,SYNPCC7942_RS07085,SYNPCC7942_1384,conserved hypothetical protein,META domain-containing protein,"Post-translational modification, protein turnover,and chaperones",UPI000F7E932B,1430567,1431283,+
SYNPCC7942_RS07090,Synpcc7942_1385,SYNPCC7942_RS07090,SYNPCC7942_1385,conserved hypothetical protein,hypothetical protein,Function unknown,UPI0012DC75B0,1431285,1431539,-
SYNPCC7942_RS07095,Synpcc7942_1386,SYNPCC7942_RS07095,SYNPCC7942_1386,probable adenosyltransferase,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,Coenzyme transport and metabolism,Q31NF3,1431627,1432760,-
SYNPCC7942_RS07100,Synpcc7942_1387,larE,SYNPCC7942_1387,conserved hypothetical protein,ATP-dependent sacrificial sulfur transferase LarE,Function unknown,A0A0H3JZY5,1432853,1433680,+
SYNPCC7942_RS07105,Synpcc7942_1388,SYNPCC7942_RS07105,ecaA,carbonic anhydrase,carbonic anhydrase family protein,Inorganic ion transport and metabolism,A0A0H3K2I0,1433659,1434372,+
SYNPCC7942_RS07110,Synpcc7942_1389,psbA,psbA2,photosystem II D1 protein,photosystem II q(b) protein,Energy production and conversion,P04997,1434538,1435620,-
SYNPCC7942_RS07115,Synpcc7942_1390,SYNPCC7942_RS07115,SYNPCC7942_1390,protein kinase C inhibitor,histidine triad nucleotide-binding protein,Nucleotide transport and metabolism,P32084,1435722,1436066,-
SYNPCC7942_RS07120,Synpcc7942_1391,SYNPCC7942_RS07120,SYNPCC7942_1391,Mg chelatase-related protein,YifB family Mg chelatase-like AAA ATPase,"Post-translational modification, protein turnover,and chaperones",A0A0H3JZE4,1436154,1437692,+
SYNPCC7942_RS07125,Synpcc7942_1392,SYNPCC7942_RS07125,phoA,alkaline phosphatase,choice-of-anchor I family protein,Nucleotide transport and metabolism,A0A0H3K5C2,1437916,1441983,-
SYNPCC7942_RS07130,Synpcc7942_1393,SYNPCC7942_RS07130,SYNPCC7942_1393,histone deacetylase/AcuC/AphA family protein-like,histone deacetylase,Chromatin structure and dynamics,Q31NE6,1442504,1443418,+
SYNPCC7942_RS07135,Synpcc7942_1394,SYNPCC7942_RS07135,SYNPCC7942_1394,PDZ/DHR/GLGF,M61 family metallopeptidase,Function unknown,A0A0H3K2H4,1443546,1445309,+
SYNPCC7942_RS07140,Synpcc7942_1395,SYNPCC7942_RS07140,SYNPCC7942_1395,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3JZ53,1445306,1445725,+
SYNPCC7942_RS07145,Synpcc7942_1396,SYNPCC7942_RS07145,SYNPCC7942_1396,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3JZD7,1445743,1446000,-
SYNPCC7942_RS07150,Synpcc7942_1397,SYNPCC7942_RS07150,SYNPCC7942_1397,conserved hypothetical protein,hypothetical protein,No COG annotation,UPI00003A0158,1446191,1447519,+
SYNPCC7942_RS07155,Synpcc7942_1398,SYNPCC7942_RS07155,bcsA2,Cellulose synthase (UDP-forming),glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3JZX3,1447847,1450069,-
SYNPCC7942_RS07160,Synpcc7942_1399,SYNPCC7942_RS07160,SYNPCC7942_1399,conserved hypothetical protein,HlyD family efflux transporter periplasmic adaptor subunit,Defense mechanisms,UPI0005853D68,1450087,1451322,-
SYNPCC7942_RS07165,Synpcc7942_1400,SYNPCC7942_RS07165,xynA,"Endo-1,4-beta-xylanase",endo-1%2C4-beta-xylanase,Carbohydrate transport and metabolism,Q31ND9,1451255,1452376,-
SYNPCC7942_RS07170,Synpcc7942_1401,SYNPCC7942_RS07170,SYNPCC7942_1401,conserved hypothetical protein,VOC family protein,Amino acid transport and metabolism,A0A0H3JZD1,1452727,1453104,-
SYNPCC7942_RS07175,Synpcc7942_1402,SYNPCC7942_RS07175,SYNPCC7942_1402,conserved hypothetical protein,zinc ribbon domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0H3K5B2,1453317,1454576,+
SYNPCC7942_RS07180,Synpcc7942_1403,gloB,gloB,Hydroxyacylglutathione hydrolase,hydroxyacylglutathione hydrolase,Function unknown,Q31ND6,1454593,1455369,-
SYNPCC7942_RS07185,Synpcc7942_1404,SYNPCC7942_RS07185,SYNPCC7942_1404,"two component transcriptional regulator, winged helix family",response regulator transcription factor,Transcription,Q31ND5,1455395,1456084,-
SYNPCC7942_RS07190,Synpcc7942_1405,SYNPCC7942_RS07190,SYNPCC7942_1405,conserved hypothetical protein,DUF192 domain-containing protein,Function unknown,Q31ND4,1456260,1456787,+
SYNPCC7942_RS07195,Synpcc7942_1406,SYNPCC7942_RS07195,futC,Fe (III) ABC transporter ATP-binding protein,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q31ND3,1456803,1457909,-
SYNPCC7942_RS07200,Synpcc7942_1407,SYNPCC7942_RS07200,futB,Fe (III) ABC transporter permease protein,iron ABC transporter permease,Inorganic ion transport and metabolism,A0A0H3JZC5,1458057,1459688,+
