locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SYNPCC7942_RS07505,SYNPCC7942_RS07505,1520674,1521363,+,J domain-containing protein,Q31N72,O,K03686
SYNPCC7942_RS07510,SYNPCC7942_RS07510,1521482,1522141,-,Na(+)/H(+) antiporter subunit B,A0A0H3KCY2,P,K05566
SYNPCC7942_RS07515,SYNPCC7942_RS07515,1522138,1522719,-,DUF4040 domain-containing protein,Q31N70,P,K07242
SYNPCC7942_RS13760,SYNPCC7942_RS13760,1522712,1523005,-,monovalent cation/H(+) antiporter subunit G,A0A0H3K5T6,P,K05571
SYNPCC7942_RS07520,SYNPCC7942_RS07520,1523002,1523259,-,hypothetical protein,A0A0H3K9J9,X,K05570
SYNPCC7942_RS07525,SYNPCC7942_RS07525,1523256,1523642,-,cation:proton antiporter,Q31N67,P,K05569
SYNPCC7942_RS07530,SYNPCC7942_RS07530,1523639,1525081,-,cation:proton antiporter,Q31N66,C,K05568
SYNPCC7942_RS07535,SYNPCC7942_RS07535,1525078,1525413,-,cation:proton antiporter subunit C,A0A0H3KCZ1,P,K05567
SYNPCC7942_RS07540,SYNPCC7942_RS07540,1525833,1526954,-,sodium-dependent bicarbonate transport family permease,A0A0H3K5C4,S,K07086
SYNPCC7942_RS07545,SYNPCC7942_RS07545,1527717,1528031,+,hypothetical protein,A0A0H3K5U1,E,
SYNPCC7942_RS07550,SYNPCC7942_RS07550,1528142,1530337,-,hypothetical protein,Q31N62,E,
SYNPCC7942_RS07555,SYNPCC7942_RS07555,1530415,1530714,-,cytochrome c,UPI000673FD73,C,
SYNPCC7942_RS07560,petG,1530970,1531083,+,cytochrome b6-f complex subunit PetG,Q9Z3G1,C,K02640
SYNPCC7942_RS07565,rsmD,1531194,1531748,-,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,A0A0H3K5C8,L,
SYNPCC7942_RS07570,hisH,1531745,1532398,-,imidazole glycerol phosphate synthase subunit HisH,Q31N58,E,K02501
SYNPCC7942_RS07575,SYNPCC7942_RS07575,1532605,1534170,+,DUF3370 family protein,A0A0H3K5U8,N,
SYNPCC7942_RS07580,SYNPCC7942_RS07580,1534449,1534877,-,HIT family protein,A0A0H3K9L3,F,
SYNPCC7942_RS07585,SYNPCC7942_RS07585,1534874,1536367,-,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,Q31N55,M,K01928
SYNPCC7942_RS07590,SYNPCC7942_RS07590,1536407,1536673,-,glutaredoxin family protein,A0A0H3KD06,O,
SYNPCC7942_RS07595,yidD,1536664,1536912,-,membrane protein insertion efficiency factor YidD,Q31N53,S,K08998
SYNPCC7942_RS07600,rpsD,1536986,1537594,+,30S ribosomal protein S4,Q31N52,J,K02986
SYNPCC7942_RS07605,SYNPCC7942_RS07605,1538545,1539897,+,ABC transporter substrate-binding protein,P39660,P,K11950
SYNPCC7942_RS07610,ntrB,1539953,1540789,+,nitrate ABC transporter permease,Q55106,P,K11951
SYNPCC7942_RS07615,SYNPCC7942_RS07615,1540818,1542809,+,ABC transporter substrate-binding protein,Q55107,P,K11952
SYNPCC7942_RS07620,SYNPCC7942_RS07620,1542834,1543670,+,ATP-binding cassette domain-containing protein,Q55108,P,"K11953,ko:K15579"
SYNPCC7942_RS07625,SYNPCC7942_RS07625,1543938,1544507,+,metal-binding protein,A0A0H3K5D3,S,
SYNPCC7942_RS07630,mazG,1544514,1545353,+,nucleoside triphosphate pyrophosphohydrolase,Q31N46,S,K02428
SYNPCC7942_RS07635,SYNPCC7942_RS07635,1545382,1546095,-,DUF3153 domain-containing protein,A0A0H3K9L9,S,
SYNPCC7942_RS07640,SYNPCC7942_RS07640,1546123,1546650,-,tetratricopeptide repeat protein,A0A0H3K620,S,
SYNPCC7942_RS07645,argB,1546647,1547552,-,acetylglutamate kinase,Q5MZ48,F,K00930
SYNPCC7942_RS07650,SYNPCC7942_RS07650,1547545,1548105,-,DUF2854 domain-containing protein,A0A0H3KD14,S,
SYNPCC7942_RS07655,SYNPCC7942_RS07655,1548207,1548410,+,hypothetical protein,Q31N41,X,
SYNPCC7942_RS14015,SYNPCC7942_RS14015,1548442,1548594,+,hypothetical protein,UPI0003116B0F,X,
SYNPCC7942_RS07660,SYNPCC7942_RS07660,1548631,1548930,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,P0A3D2,C,K02639
SYNPCC7942_RS07665,prmA,1549179,1550078,-,50S ribosomal protein L11 methyltransferase,Q31N39,J,K02687
SYNPCC7942_RS07670,SYNPCC7942_RS07670,1550078,1551667,-,phosphoglycerate dehydrogenase,UPI00003A01A7,E,"K00058,ko:K18916"
SYNPCC7942_RS07675,SYNPCC7942_RS07675,1551790,1552302,+,hypothetical protein,UPI000585AD20,X,
SYNPCC7942_RS07680,SYNPCC7942_RS07680,1552303,1553082,+,photosystem II S4 domain protein,Q31N36,S,
SYNPCC7942_RS07685,SYNPCC7942_RS07685,1553330,1554718,+,DUF2252 domain-containing protein,A0A0H3K624,S,
SYNPCC7942_RS07690,leuB,1554839,1555936,-,3-isopropylmalate dehydrogenase,Q31N34,H,K00052
SYNPCC7942_RS07695,SYNPCC7942_RS07695,1556097,1556513,-,TerB family tellurite resistance protein,A0A0H3KD21,S,
SYNPCC7942_RS07705,lipA,1557396,1558319,-,lipoyl synthase,UPI0012DF9DB0,H,K03644
SYNPCC7942_RS07710,SYNPCC7942_RS07710,1558484,1559209,-,hypothetical protein,Q31N31,X,
SYNPCC7942_RS07715,mnmA,1559329,1560402,+,tRNA 2-thiouridine(34) synthase MnmA,Q31N30,J,K00566
SYNPCC7942_RS07720,SYNPCC7942_RS07720,1560399,1561178,-,RNA polymerase sigma factor SigF,A0A0H3K9N3,K,K03090
SYNPCC7942_RS07725,SYNPCC7942_RS07725,1561467,1561904,-,membrane protein,A0A0H3K626,S,
SYNPCC7942_RS07730,zds,1561944,1563389,-,9%2C9'-di-cis-zeta-carotene desaturase,Q31N27,S,K00514
SYNPCC7942_RS07735,SYNPCC7942_RS07735,1563532,1564740,+,1-deoxy-D-xylulose-5-phosphate reductoisomerase,Q31N26,I,K00099
SYNPCC7942_RS07740,SYNPCC7942_RS07740,1564750,1565349,+,pseudouridine synthase,A0A0H3K5E4,J,K06181
SYNPCC7942_RS07745,SYNPCC7942_RS07745,1565319,1566290,+,serine/threonine phosphatase,UPI0005847B11,T,K01090
SYNPCC7942_RS07750,SYNPCC7942_RS07750,1566324,1566971,-,histidine phosphatase family protein,A0A0H3K9P1,G,
SYNPCC7942_RS07755,SYNPCC7942_RS07755,1566943,1568316,-,HAMP domain-containing histidine kinase,A0A0H3K630,T,
SYNPCC7942_RS07760,SYNPCC7942_RS07760,1568627,1570927,+,ATP-dependent helicase,A0A0H3KD36,L,K03657
SYNPCC7942_RS07765,hisD,1570976,1572280,-,histidinol dehydrogenase,Q31N20,E,K00013
SYNPCC7942_RS07770,SYNPCC7942_RS07770,1572486,1572782,+,30S ribosomal protein S20,Q31N19,J,K02968
SYNPCC7942_RS07775,SYNPCC7942_RS07775,1572849,1573646,+,TatD family hydrolase,Q31N18,L,K03424
SYNPCC7942_RS07780,rpoB,1573729,1577031,+,DNA-directed RNA polymerase subunit beta,Q31N17,K,K03043
SYNPCC7942_RS07785,SYNPCC7942_RS07785,1577150,1579024,+,DNA-directed RNA polymerase subunit gamma,P42079,K,K03046
SYNPCC7942_RS07790,SYNPCC7942_RS07790,1579094,1583050,+,DNA-directed RNA polymerase subunit beta',Q31N15,K,K03046
SYNPCC7942_RS07795,typA,1583407,1585200,+,translational GTPase TypA,Q31N14,T,K06207
SYNPCC7942_RS07800,SYNPCC7942_RS07800,1585287,1586078,+,hypothetical protein,A0A0H3K633,S,
SYNPCC7942_RS07805,SYNPCC7942_RS07805,1586243,1588759,+,sigma 54-interacting transcriptional regulator,A0A0H3KD42,C,
SYNPCC7942_RS07810,SYNPCC7942_RS07810,1588817,1589146,-,DUF2499 domain-containing protein,A0A0H3K5F4,S,
SYNPCC7942_RS07815,csaB,1589204,1590223,+,polysaccharide pyruvyl transferase CsaB,A0A0H3K5Y0,S,
SYNPCC7942_RS07820,SYNPCC7942_RS07820,1590283,1590708,-,TOBE domain-containing protein,A0A0H3K9Q5,H,
SYNPCC7942_RS07825,modA,1590799,1591614,+,molybdate ABC transporter substrate-binding protein,A0A0H3K635,P,K02020
SYNPCC7942_RS07830,modB,1591611,1592276,+,molybdate ABC transporter permease subunit,A0A0H3KD49,P,"K02017,ko:K02018"
SYNPCC7942_RS07835,SYNPCC7942_RS07835,1592332,1593093,+,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,A0A0H3K5F8,C,K00240
SYNPCC7942_RS07840,SYNPCC7942_RS07840,1593215,1595422,+,argonaute PAZ domain-containing protein,Q31N05,J,K07578
SYNPCC7942_RS07845,SYNPCC7942_RS07845,1595513,1595944,+,Rubisco chaperonin,UPI00003A01C8,S,
SYNPCC7942_RS07850,SYNPCC7942_RS07850,1595934,1596614,+,type 1 glutamine amidotransferase,Q31N03,F,
SYNPCC7942_RS07860,SYNPCC7942_RS07860,1597001,1597366,+,hypothetical protein,A0A0H3KD57,X,
SYNPCC7942_RS13765,SYNPCC7942_RS13765,1597516,1597818,-,hypothetical protein,A0A0H3K5G3,X,
SYNPCC7942_RS13770,SYNPCC7942_RS13770,1597856,1598566,-,alpha/beta fold hydrolase,A0A0H3K5Z2,I,
SYNPCC7942_RS07865,fldA,1598656,1599168,-,flavodoxin FldA,A0A0H3K9R9,C,K03839
SYNPCC7942_RS07870,SYNPCC7942_RS07870,1599353,1600381,-,chlorophyll a/b binding light-harvesting protein,P15347,S,K02705
SYNPCC7942_RS07875,SYNPCC7942_RS07875,1600802,1601053,+,pantothenate metabolism flavoprotein,Q31MZ5,S,K21495
SYNPCC7942_RS07880,SYNPCC7942_RS07880,1601056,1601511,+,type II toxin-antitoxin system VapC family toxin,A0A0H3JYR1,S,K07062
SYNPCC7942_RS07885,SYNPCC7942_RS07885,1601489,1602886,+,RNB domain-containing ribonuclease,A0A0H3K241,K,
SYNPCC7942_RS07890,SYNPCC7942_RS07890,1603035,1603415,-,hypothetical protein,Q31MZ2,C,
SYNPCC7942_RS07895,SYNPCC7942_RS07895,1604319,1605638,-,amidase,Q31MZ1,C,
SYNPCC7942_RS07900,umuD,1606129,1606689,+,translesion error-prone DNA polymerase V autoproteolytic subunit,A0A0H3K501,L,K03503
SYNPCC7942_RS07905,umuC,1606746,1608002,+,Y-family DNA polymerase,Q31MY9,L,K03502
SYNPCC7942_RS07910,SYNPCC7942_RS07910,1608052,1608816,+,hypothetical protein,A0A0H3JYR8,X,
SYNPCC7942_RS07915,ilvC,1609373,1610365,-,ketol-acid reductoisomerase,Q31MY7,H,K00053
SYNPCC7942_RS07920,SYNPCC7942_RS07920,1610364,1611257,+,PHP domain-containing protein,A0A0H3K246,S,K07053
SYNPCC7942_RS07925,clpP,1611260,1611853,-,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,P54415,O,K01358
SYNPCC7942_RS07930,SYNPCC7942_RS07930,1611906,1612748,+,photosystem II biogenesis protein Psp29,UPI000049B818,S,
SYNPCC7942_RS07935,SYNPCC7942_RS07935,1612870,1613448,+,hypothetical protein,UPI00003A01D5,X,
SYNPCC7942_RS07940,SYNPCC7942_RS07940,1613464,1614396,-,RpoD/SigA family RNA polymerase sigma factor,Q31MY2,K,K03086
SYNPCC7942_RS07945,SYNPCC7942_RS07945,1614601,1614786,+,hypothetical protein,UPI00003A01D7,X,
SYNPCC7942_RS07950,SYNPCC7942_RS07950,1615204,1616271,+,hypothetical protein,Q31MY1,X,
SYNPCC7942_RS07955,SYNPCC7942_RS07955,1616284,1616958,+,acyltransferase,A0A0H3JYS5,S,
SYNPCC7942_RS14020,SYNPCC7942_RS14020,1617274,1617576,+,hypothetical protein,UPI000F7EEC93,S,
SYNPCC7942_RS14025,SYNPCC7942_RS14025,1617974,1618135,-,hypothetical protein,UPI0002DEF31A,X,
SYNPCC7942_RS07965,SYNPCC7942_RS07965,1618181,1618876,-,hypothetical protein,UPI0012DDD2B7,X,
SYNPCC7942_RS07970,SYNPCC7942_RS07970,1618800,1619696,-,ADP-ribosylglycohydrolase,Q31MX7,O,
SYNPCC7942_RS07975,SYNPCC7942_RS07975,1620225,1620413,+,hypothetical protein,UPI000313BDC8,X,
SYNPCC7942_RS14030,SYNPCC7942_RS14030,1620690,1620917,-,hypothetical protein,UPI0005861DE4,X,
SYNPCC7942_RS07980,SYNPCC7942_RS07980,1621096,1621512,-,ornithine acetyltransferase,A0A0H3JZ08,S,
SYNPCC7942_RS07985,SYNPCC7942_RS07985,1621903,1622220,+,hypothetical protein,A0A0H3JYT1,X,
SYNPCC7942_RS07995,SYNPCC7942_RS07995,1622943,1623410,+,TerB family tellurite resistance protein,UPI0009D68146,S,
SYNPCC7942_RS08000,ppk1,1623449,1625644,+,polyphosphate kinase 1,Q31MX3,H,K00937
SYNPCC7942_RS08005,SYNPCC7942_RS08005,1625702,1626019,-,hypothetical protein,Q31MX2,X,
SYNPCC7942_RS14035,SYNPCC7942_RS14035,1626184,1626339,-,hypothetical protein,UPI0012DC83F3,X,
SYNPCC7942_RS08010,SYNPCC7942_RS08010,1626357,1626596,-,hypothetical protein,A0A0H3K512,X,
SYNPCC7942_RS08015,SYNPCC7942_RS08015,1626654,1627172,-,hypothetical protein,A0A0H3JZ12,S,
SYNPCC7942_RS08020,SYNPCC7942_RS08020,1627206,1629449,-,copper-translocating P-type ATPase,P37279,P,K17686
SYNPCC7942_RS08025,SYNPCC7942_RS08025,1630063,1630872,+,aquaporin family protein,A0A0H3K260,U,
SYNPCC7942_RS08030,SYNPCC7942_RS08030,1631339,1632925,+,GMC family oxidoreductase,Q31MW7,E,
SYNPCC7942_RS08035,SYNPCC7942_RS08035,1632994,1633794,+,glucose 1-dehydrogenase,A0A0H3K516,I,K00034
SYNPCC7942_RS08040,SYNPCC7942_RS08040,1633895,1636567,+,glucosidase,A0A0H3JZ17,M,
SYNPCC7942_RS08045,SYNPCC7942_RS08045,1636580,1638625,+,glycogen debranching protein,Q8KPV1,G,
SYNPCC7942_RS08050,clcA,1638668,1640059,+,H(+)/Cl(-) exchange transporter ClcA,A0A0H3K265,P,K03281
SYNPCC7942_RS08055,argS,1640261,1642015,-,arginine--tRNA ligase,Q8KPU9,J,K01887
SYNPCC7942_RS08060,tatC,1642172,1643011,-,twin-arginine translocase subunit TatC,A0A0H3JZK7,U,K03118
SYNPCC7942_RS08065,SYNPCC7942_RS08065,1643406,1643957,+,protein phosphatase,Q8KPU7,T,
SYNPCC7942_RS08070,SYNPCC7942_RS08070,1644011,1644436,-,hypothetical protein,Q31MV9,X,
SYNPCC7942_RS13780,SYNPCC7942_RS13780,1644708,1644992,+,hypothetical protein,,S,
SYNPCC7942_RS08075,SYNPCC7942_RS08075,1645142,1646821,+,hypothetical protein,A0A0H3JYU7,E,
SYNPCC7942_RS08080,mnmE,1646823,1648211,-,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,Q8KPU2,J,K03650
SYNPCC7942_RS08085,SYNPCC7942_RS08085,1648210,1648746,+,DUF2062 domain-containing protein,Q31MV6,S,K09928
SYNPCC7942_RS08090,SYNPCC7942_RS08090,1648682,1650160,-,YdiU family protein,Q8KPU0,S,
SYNPCC7942_RS08095,SYNPCC7942_RS08095,1650201,1651013,-,N-acetylmuramoyl-L-alanine amidase,UPI00030AD1BB,V,
SYNPCC7942_RS08100,SYNPCC7942_RS08100,1651359,1652669,+,HAMP domain-containing histidine kinase,Q8KPT8,T,K11520
SYNPCC7942_RS08105,SYNPCC7942_RS08105,1652732,1653172,-,DUF1036 domain-containing protein,Q8KPT7,S,
SYNPCC7942_RS08110,SYNPCC7942_RS08110,1653255,1655834,-,CBS domain-containing protein,Q31MV1,P,K03281
SYNPCC7942_RS08115,SYNPCC7942_RS08115,1655981,1657270,-,TldD/PmbA family protein,Q31MV0,S,K03592
SYNPCC7942_RS08120,SYNPCC7942_RS08120,1657274,1658131,-,Tab2/Atab2 family RNA-binding protein,Q79PG5,S,
SYNPCC7942_RS08125,SYNPCC7942_RS08125,1658135,1659022,-,30S ribosomal protein S1,O33698,J,K02945
SYNPCC7942_RS08130,SYNPCC7942_RS08130,1659119,1659934,+,creatininase family protein,O33699,S,K01470
SYNPCC7942_RS08135,SYNPCC7942_RS08135,1660025,1660720,+,aldehyde oxygenase (deformylating),Q54764,H,K14331
SYNPCC7942_RS08140,SYNPCC7942_RS08140,1660735,1661760,+,long-chain acyl-[acyl-carrier-protein] reductase,A0A0H3K278,S,K14330
SYNPCC7942_RS08145,SYNPCC7942_RS08145,1661770,1662753,+,acetyl-CoA carboxylase carboxyltransferase subunit alpha,Q54766,I,K01962
SYNPCC7942_RS08150,SYNPCC7942_RS08150,1662871,1663608,+,SDR family oxidoreductase,UPI00000BDDD0,S,
SYNPCC7942_RS08155,folE,1663657,1664298,+,GTP cyclohydrolase I FolE,Q54769,H,K01495
SYNPCC7942_RS08160,SYNPCC7942_RS08160,1664306,1665100,+,PhzF family phenazine biosynthesis protein,A0A0H3K532,S,
SYNPCC7942_RS08165,SYNPCC7942_RS08165,1665097,1666182,+,SpoIID/LytB domain-containing protein,A0A0H3JZ40,D,K06381
SYNPCC7942_RS08170,SYNPCC7942_RS08170,1666188,1667030,+,5'%2C5'-P-1P-4-tetraphosphate phosphorylase,A0A0H3JYW2,F,K00988
SYNPCC7942_RS13785,SYNPCC7942_RS13785,1667058,1667231,-,DUF2256 domain-containing protein,A0A0H3K284,S,
SYNPCC7942_RS08175,SYNPCC7942_RS08175,1667296,1668033,+,RNA methyltransferase,Q31MT7,J,K02533
SYNPCC7942_RS08180,SYNPCC7942_RS08180,1668136,1669263,+,serine hydrolase,Q31MT6,V,K17836
SYNPCC7942_RS08185,SYNPCC7942_RS08185,1669273,1670625,+,DUF3370 domain-containing protein,Q31MT5,N,
SYNPCC7942_RS08190,SYNPCC7942_RS08190,1670630,1671208,-,hypothetical protein,Q31MT4,X,
SYNPCC7942_RS08195,SYNPCC7942_RS08195,1671451,1672011,+,fasciclin domain-containing protein,Q31MT3,M,
SYNPCC7942_RS08200,SYNPCC7942_RS08200,1672123,1673679,-,iron uptake porin,Q9KHA8,M,
SYNPCC7942_RS08205,SYNPCC7942_RS08205,1673935,1675344,+,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Q31MT1,M,"K00971,ko:K16011"
SYNPCC7942_RS08210,nrdJ,1675456,1678869,+,ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent,Q31MT0,C,K00524
SYNPCC7942_RS08215,SYNPCC7942_RS08215,1678977,1680389,-,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,Q31MS9,C,K00325
SYNPCC7942_RS08220,SYNPCC7942_RS08220,1680389,1680682,-,NAD(P) transhydrogenase subunit alpha,A0A0H3K291,C,K00324
SYNPCC7942_RS08225,SYNPCC7942_RS08225,1680679,1681905,-,NAD(P) transhydrogenase subunit alpha,A0A0H3JZP0,C,K00324
SYNPCC7942_RS08230,SYNPCC7942_RS08230,1682042,1682617,+,DUF2808 domain-containing protein,UPI00003A0201,S,
SYNPCC7942_RS08235,rpmH,1682665,1682802,+,50S ribosomal protein L34,Q31MS5,J,K02914
SYNPCC7942_RS08240,SYNPCC7942_RS08240,1682808,1683176,+,ribonuclease P protein component,Q31MS4,J,K03536
SYNPCC7942_RS08245,SYNPCC7942_RS08245,1683163,1683549,+,PH domain-containing protein,A0A0H3JZ60,J,
SYNPCC7942_RS08250,yidC,1683752,1684930,+,membrane protein insertase YidC,A0A0H3JYX8,U,K03217
SYNPCC7942_RS08255,SYNPCC7942_RS08255,1684927,1685433,+,hypothetical protein,A0A0H3K296,S,K06346
SYNPCC7942_RS08260,SYNPCC7942_RS08260,1685436,1685942,+,DUF177 domain-containing protein,Q31MS0,S,K07040
SYNPCC7942_RS08265,SYNPCC7942_RS08265,1685939,1687444,+,AAA family ATPase,A0A0H3JZ64,O,
SYNPCC7942_RS08270,SYNPCC7942_RS08270,1687584,1689152,-,B12-binding domain-containing radical SAM protein,A0A0H3JYY4,C,
SYNPCC7942_RS08275,SYNPCC7942_RS08275,1689721,1692192,+,U32 family peptidase,A0A0H3K2A1,O,K08303
SYNPCC7942_RS08280,SYNPCC7942_RS08280,1692265,1692957,+,hypothetical protein,A0A0H3JZQ1,X,
SYNPCC7942_RS08285,ribE,1692985,1693644,-,riboflavin synthase,UPI00003A020B,H,K00793
SYNPCC7942_RS08290,SYNPCC7942_RS08290,1693698,1694921,-,glycosyltransferase,A0A0H3JZ69,M,
SYNPCC7942_RS08295,SYNPCC7942_RS08295,1695068,1695550,-,hypothetical protein,A0A0H3JYY9,X,
SYNPCC7942_RS08300,SYNPCC7942_RS08300,1695554,1696852,-,hypothetical protein,Q31MR2,S,
SYNPCC7942_RS08305,SYNPCC7942_RS08305,1697252,1697971,+,hypothetical protein,A0A0H3K566,O,
SYNPCC7942_RS08310,SYNPCC7942_RS08310,1698071,1698712,+,hypothetical protein,A0A0H3JZ74,X,
SYNPCC7942_RS08315,SYNPCC7942_RS08315,1698933,1699268,+,c-type cytochrome,P07497,C,K08906
SYNPCC7942_RS08320,SYNPCC7942_RS08320,1699269,1700168,+,tetratricopeptide repeat protein,A0A0H3JYZ5,S,
SYNPCC7942_RS14040,SYNPCC7942_RS14040,1700083,1700220,+,YHYH domain-containing protein,UPI000F7E5A6D,X,
SYNPCC7942_RS08325,SYNPCC7942_RS08325,1700263,1700772,+,hypothetical protein,A0A0H3K2B2,X,
SYNPCC7942_RS08330,SYNPCC7942_RS08330,1701369,1702091,+,hypothetical protein,A0A0H3JZR1,X,
SYNPCC7942_RS08335,SYNPCC7942_RS08335,1702113,1702652,-,hypothetical protein,A0A0H3K570,F,
SYNPCC7942_RS08340,SYNPCC7942_RS08340,1702823,1704535,-,iron uptake porin,UPI0012DC030A,I,
SYNPCC7942_RS08345,SYNPCC7942_RS08345,1704606,1705013,-,4a-hydroxytetrahydrobiopterin dehydratase,UPI00005E2899,H,K01724
SYNPCC7942_RS08350,psbD,1705426,1706484,-,photosystem II D2 protein (photosystem q(a) protein),P11005,C,K02706
SYNPCC7942_RS08355,SYNPCC7942_RS08355,1706685,1706951,+,hypothetical protein,Q31MQ1,S,
SYNPCC7942_RS08360,SYNPCC7942_RS08360,1707135,1707776,+,energy-coupling factor ABC transporter ATP-binding protein,A0A0H3K9I8,P,K16786
SYNPCC7942_RS08365,SYNPCC7942_RS08365,1707881,1708414,+,NYN domain-containing protein,Q31MP9,S,K06962
SYNPCC7942_RS08370,SYNPCC7942_RS08370,1708665,1709165,+,hypothetical protein,Q31MP8,C,
SYNPCC7942_RS08375,SYNPCC7942_RS08375,1709180,1710250,+,TIGR00341 family protein,A0A0H3K5B0,S,
SYNPCC7942_RS08380,SYNPCC7942_RS08380,1710353,1711873,+,diguanylate cyclase,A0A0H3KCW9,T,
SYNPCC7942_RS08385,SYNPCC7942_RS08385,1711969,1712817,+,hypothetical protein,UPI00003A021D,S,
SYNPCC7942_RS08390,rnc,1713332,1714075,+,ribonuclease III,A0A0H3K9I4,J,K03685
SYNPCC7942_RS08395,SYNPCC7942_RS08395,1714348,1715070,+,hypothetical protein,A0A0H3K5S1,X,
SYNPCC7942_RS08400,SYNPCC7942_RS08400,1715266,1716186,+,hypothetical protein,Q31MP2,I,
SYNPCC7942_RS08405,SYNPCC7942_RS08405,1716189,1716638,-,transcriptional repressor,A0A0H3KCW0,K,K09825
SYNPCC7942_RS08410,SYNPCC7942_RS08410,1716788,1717504,+,rubrerythrin,A0A0H3K5Y5,C,
SYNPCC7942_RS08415,SYNPCC7942_RS08415,1717707,1720946,-,glycosyl hydrolase family 15,Q31MN9,G,K07190
SYNPCC7942_RS08420,SYNPCC7942_RS08420,1721049,1721795,+,WecB/TagA/CpsF family glycosyltransferase,UPI00003A0224,M,K05946
SYNPCC7942_RS08425,SYNPCC7942_RS08425,1721792,1723432,+,radical SAM protein,Q31MN7,C,
SYNPCC7942_RS08430,SYNPCC7942_RS08430,1723540,1724736,-,glycerol dehydrogenase,Q31MN6,C,K00005
SYNPCC7942_RS08435,SYNPCC7942_RS08435,1724849,1725232,-,hypothetical protein,A0A0H3K5Y1,X,
SYNPCC7942_RS08440,SYNPCC7942_RS08440,1725260,1725829,-,hypothetical protein,Q31MN4,X,
SYNPCC7942_RS08445,katG,1725919,1728081,-,catalase/peroxidase HPI,Q31MN3,H,K03782
SYNPCC7942_RS08450,SYNPCC7942_RS08450,1728453,1728674,+,hypothetical protein,Q31MN2,X,
SYNPCC7942_RS08455,SYNPCC7942_RS08455,1728788,1729246,-,DUF2214 family protein,Q31MN1,S,K08983
SYNPCC7942_RS08460,SYNPCC7942_RS08460,1729384,1730031,+,NAD(P)H-dependent oxidoreductase,A0A0H3K5Q9,C,
SYNPCC7942_RS08465,SYNPCC7942_RS08465,1730131,1730964,+,ion transporter,Q31MM9,J,K10716
SYNPCC7942_RS08470,SYNPCC7942_RS08470,1731159,1731722,+,hypothetical protein,A0A0H3KCU7,S,
SYNPCC7942_RS08475,SYNPCC7942_RS08475,1731811,1733247,-,cysteine--tRNA ligase,Q31MM7,J,K01883
SYNPCC7942_RS13630,SYNPCC7942_RS13630,1733401,1733667,-,hypothetical protein,UPI00003A022F,X,
SYNPCC7942_RS08485,SYNPCC7942_RS08485,1733790,1733984,+,hypothetical protein,Q31MM5,X,
SYNPCC7942_RS08490,SYNPCC7942_RS08490,1733989,1735104,+,Gfo/Idh/MocA family oxidoreductase,Q31MM4,S,
SYNPCC7942_RS08495,SYNPCC7942_RS08495,1735155,1735859,-,hypothetical protein,A0A0H3K5Q4,S,K07054
SYNPCC7942_RS08500,SYNPCC7942_RS08500,1735965,1737356,+,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,Q31MM2,M,K01925
SYNPCC7942_RS08505,kdpA,1737882,1739552,+,potassium-transporting ATPase subunit A,A0A0H3K592,P,K01546
SYNPCC7942_RS08510,kdpB,1739595,1741685,+,potassium-transporting ATPase subunit KdpB,A0A0H3KCU2,P,K01547
SYNPCC7942_RS13880,SYNPCC7942_RS13880,1741687,1741833,+,potassium-transporting ATPase subunit F,UPI00005E289E,X,
SYNPCC7942_RS08515,kdpC,1741836,1742447,+,K(+)-transporting ATPase subunit C,Q31ML8,P,K01548
SYNPCC7942_RS08520,SYNPCC7942_RS08520,1742508,1743233,+,D-alanyl-D-alanine carboxypeptidase family protein,A0A0H3K9G2,M,K07260
SYNPCC7942_RS08525,SYNPCC7942_RS08525,1743189,1743854,-,cofactor assembly of complex C subunit B,A0A0H3K5P9,T,
SYNPCC7942_RS08530,SYNPCC7942_RS08530,1743855,1744166,-,hypothetical protein,A0A0H3K588,X,
SYNPCC7942_RS08535,SYNPCC7942_RS08535,1744281,1744766,-,Pr2TM family membrane protein,A0A0H3KCT7,S,
SYNPCC7942_RS08540,SYNPCC7942_RS08540,1744816,1745469,-,hypothetical protein,A0A0H3K5W8,X,
SYNPCC7942_RS08545,SYNPCC7942_RS08545,1745500,1746597,-,FAD-binding oxidoreductase,A0A0H3K9F4,E,
SYNPCC7942_RS08550,psbQ,1746611,1747153,-,photosystem II protein PsbQ,A0A0H3K5P3,S,
SYNPCC7942_RS08555,SYNPCC7942_RS08555,1747252,1747590,+,photosystem II reaction center protein Psb28,Q31ML0,S,K08903
SYNPCC7942_RS08560,cysA,1747842,1748858,-,sulfate ABC transporter ATP-binding protein,UPI00005E289F,P,K02045
SYNPCC7942_RS08565,SYNPCC7942_RS08565,1749076,1750128,+,sulfate ABC transporter substrate-binding protein,P27366,P,K02048
